Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025903_session_2,rest_1_rest,0.017,0.096,0.0,0.005,0.0,0.131,0.39799999999999996,0.0112,0.0804,0.0286,0.0615,0.0264,0.1339,0.00047599999999999997,-0.00023700000000000001,-0.00041900000000000005,-0.001129,-0.000281,-0.001219,0.0529,0.0833,0.0974,0.1829,0.0731,0.1759,0.022569,0.020855000000000002,0.021859,0.05821799999999999,0.022213999999999998,0.060984000000000003,0.0642,2.0,0.2533,0.1083,0.995,15.763,1.6478
0025903_session_1,rest_1_rest,0.015,0.045,0.0,0.004,-0.0,0.054000000000000006,0.301,0.01,0.0381,0.015,0.0587,0.0146,0.0492,0.000149,-0.000314,-0.00044800000000000005,-0.001031,3.2e-05,-0.0015630000000000002,0.0237,0.0426,0.0574,0.162,0.0202,0.1908,0.006340999999999999,0.014522,0.027049,0.07244600000000001,0.005186,0.070844,0.0561,0.0,0.2368,0.0844,0.0,18.4431,1.4627
0025904_session_2,rest_1_rest,0.064,0.155,35.0,0.008,0.0,0.22899999999999998,0.831,0.0341,0.097,0.052,0.0779,0.0503,0.1603,0.000196,-0.002487,0.000695,0.0015949999999999998,-0.000254,-0.003751,0.0774,0.2987,0.1864,0.2659,0.1049,0.4563,0.024130000000000002,0.100373,0.045725,0.08203099999999999,0.026645,0.16203599999999999,0.1315,14.0,0.3627,0.1953,6.9652,19.0588,4.1585
0025904_session_1,rest_1_rest,0.046,0.124,11.0,0.006999999999999999,0.0,0.172,0.6579999999999999,0.0369,0.056,0.024,0.0554,0.0263,0.1373,-0.0008619999999999999,-0.002045,-0.00118,0.0008060000000000001,0.000433,-0.001538,0.1281,0.282,0.1614,0.11,0.0605,0.2086,0.027825,0.10413299999999999,0.054657000000000004,0.028086,0.020547,0.080135,0.1132,0.0,0.3365,0.1662,0.0,17.068,3.6859
0025905_session_2,rest_1_rest,0.024,0.062,0.0,0.006999999999999999,-0.001,0.068,0.66,0.0344,0.1265,0.0592,0.1436,0.0649,0.0838,0.000184,0.000802,-0.000223,-0.00040199999999999996,-0.00264,-0.003865,0.0648,0.1098,0.0652,0.1569,0.2724,0.4844,0.022262999999999998,0.044911,0.023334999999999998,0.044591000000000006,0.17030499999999998,0.20006,0.0955,7.0,0.309,0.1519,3.4826,19.9247,2.5797
0025905_session_1,rest_1_rest,0.017,0.09300000000000001,0.0,0.005,0.001,0.157,0.616,0.0274,0.0615,0.0246,0.115,0.0418,0.0682,-0.000962,-0.001538,-0.000843,0.000133,-0.0006389999999999999,-0.000505,0.1295,0.2885,0.0925,0.1524,0.0891,0.1032,0.061412,0.10318599999999999,0.05227999999999999,0.058841,0.04738,0.028489999999999998,0.0665,3.0,0.2579,0.108,1.4925,15.2765,1.9195
0025906_session_2,rest_1_rest,0.028999999999999998,0.10300000000000001,1.0,0.009000000000000001,-0.004,0.183,1.38,0.0516,0.1524,0.0689,0.1248,0.1012,0.1225,-0.0008289999999999999,-0.0025960000000000002,-0.004225,0.000126,-0.004379999999999999,-0.002668,0.1528,0.4239,0.622,0.2259,0.6068,0.3635,0.04262,0.096038,0.196629,0.042959,0.23180599999999998,0.135255,0.1335,12.0,0.3653,0.1948,5.9701,15.6804,3.9549
0025906_session_1,rest_1_rest,0.05,0.21600000000000003,9.0,0.009000000000000001,-0.002,0.20199999999999999,0.6970000000000001,0.0422,0.0573,0.0594,0.2104,0.0508,0.2069,-0.000254,0.001245,-0.0013859999999999999,-0.000429,-0.0009369999999999999,-0.002659,0.0733,0.2307,0.1826,0.3363,0.1564,0.3747,0.025661,0.075463,0.053038999999999996,0.055475,0.033052,0.130934,0.1548,33.0,0.3935,0.2345,16.4179,18.445,4.6675
0025907_session_2,rest_1_rest,0.071,0.193,46.0,0.011000000000000001,-0.003,0.179,1.212,0.0806,0.1078,0.1128,0.1699,0.0951,0.1974,-0.002997,0.00043499999999999995,-0.000181,-0.000248,0.00038199999999999996,-0.0040219999999999995,0.4671,0.1088,0.0833,0.1243,0.2454,0.5372,0.118808,0.033152,0.041044,0.041152999999999995,0.050384,0.18,0.1956,101.0,0.4423,0.2872,50.2488,22.1574,6.0589
0025907_session_1,rest_1_rest,0.053,0.17300000000000001,21.0,0.006999999999999999,-0.0,0.165,0.374,0.04,0.0731,0.0215,0.0834,0.0257,0.1887,0.00020299999999999997,0.000664,9e-05,-0.00064,0.000839,-0.001741,0.0514,0.1122,0.0479,0.1307,0.1445,0.2869,0.0112,0.027418,0.013719,0.05520800000000001,0.035433,0.101202,0.1437,40.0,0.379,0.215,19.9005,18.5279,4.9682
0025908_session_2,rest_1_rest,0.037000000000000005,0.10800000000000001,3.0,0.005,-0.002,0.147,0.5920000000000001,0.0481,0.0516,0.0408,0.0839,0.053,0.145,-0.00025,1.4000000000000001e-05,-0.00064,0.00186,-0.00035,-0.0027170000000000002,0.0761,0.0634,0.1051,0.2723,0.0987,0.3798,0.023458,0.022741,0.037154,0.10361400000000001,0.023976,0.11800699999999999,0.0946,2.0,0.3076,0.1456,0.995,19.7955,2.8144
0025908_session_1,rest_1_rest,0.025,0.091,0.0,0.008,0.0,0.14,0.46799999999999997,0.0218,0.0443,0.0231,0.0448,0.0144,0.1322,-0.00035099999999999997,-0.0016190000000000002,-0.001231,0.000309,-0.000153,-0.0009279999999999999,0.0807,0.202,0.147,0.0736,0.0628,0.1366,0.019631,0.103748,0.069228,0.01736,0.019129,0.038263,0.0756,0.0,0.275,0.1229,0.0,20.0651,2.066
0025909_session_2,rest_1_rest,0.028999999999999998,0.09,0.0,0.006,-0.003,0.131,0.868,0.0459,0.0735,0.0495,0.1342,0.0491,0.1118,9.499999999999999e-05,0.001518,0.001394,0.000665,0.002427,-0.002078,0.0731,0.2218,0.2718,0.1949,0.3799,0.309,0.029387,0.118394,0.078713,0.048139999999999995,0.138667,0.106995,0.1377,21.0,0.3711,0.2061,10.4478,20.4499,3.6993
0025909_session_1,rest_1_rest,0.036000000000000004,0.155,3.0,0.01,-0.002,0.153,1.263,0.0634,0.0553,0.0423,0.1556,0.0942,0.1029,-0.0038810000000000003,0.000259,-0.000947,-0.004340999999999999,0.002207,-0.003556,0.4438,0.1832,0.1453,0.6042,0.2437,0.446,0.208427,0.06854500000000001,0.053585,0.282995,0.119717,0.17987899999999998,0.1118,8.0,0.3344,0.1719,3.9801,21.2297,2.9643
0025910_session_2,rest_1_rest,0.031,0.124,2.0,0.011000000000000001,-0.001,0.272,0.557,0.0418,0.1031,0.0455,0.1319,0.0518,0.099,-0.000984,-0.001254,-0.000328,-0.001169,-0.000998,-0.002558,0.1342,0.1516,0.085,0.1897,0.1436,0.3089,0.052726,0.07995,0.026007,0.063516,0.062953,0.10284000000000001,0.137,31.0,0.3702,0.212,15.4229,19.6171,3.6804
0025910_session_1,rest_1_rest,0.027999999999999997,0.122,3.0,0.011000000000000001,0.001,0.28300000000000003,0.723,0.0393,0.1928,0.0772,0.158,0.0858,0.1322,-0.00042800000000000005,0.002257,-0.000681,-0.001588,-0.0008460000000000001,-0.002895,0.0821,0.3167,0.1883,0.2959,0.1975,0.3681,0.026951,0.090461,0.062565,0.093941,0.067834,0.14135999999999999,0.1532,36.0,0.3914,0.2311,17.9104,19.8974,3.9366
0025911_session_2,rest_1_rest,0.028999999999999998,0.08199999999999999,0.0,0.004,-0.002,0.091,1.113,0.0182,0.0386,0.018,0.0517,0.0322,0.1033,-0.002874,0.0015480000000000001,-0.000286,-0.001523,0.0013210000000000001,-0.004756,0.3234,0.2042,0.0516,0.2311,0.1962,0.6169,0.159642,0.078868,0.023301,0.08693,0.079581,0.218192,0.0748,0.0,0.2735,0.1121,0.0,17.7887,2.1115
0025911_session_1,rest_1_rest,0.021,0.159,1.0,0.005,-0.002,0.24,1.175,0.1302,0.0478,0.0601,0.1309,0.1436,0.083,-0.002773,0.0008849999999999999,-0.000837,-0.002806,-0.0028539999999999998,-0.004731,0.3649,0.1393,0.151,0.3442,0.2999,0.5661,0.132232,0.059618,0.057928999999999994,0.159117,0.126113,0.21977199999999997,0.087,1.0,0.2949,0.1342,0.4975,22.2008,2.2652
0025912_session_2,rest_1_rest,0.018000000000000002,0.057999999999999996,0.0,0.009000000000000001,-0.001,0.16699999999999998,1.712,0.0355,0.087,0.057,0.1778,0.0813,0.0862,0.0036450000000000002,-0.004058,0.002431,-0.003382,0.002009,-0.007906,0.3734,0.611,0.2858,0.4785,0.2829,0.9991,0.22098099999999998,0.323762,0.133011,0.174791,0.11498399999999999,0.37542600000000004,0.1159,13.0,0.3404,0.1891,6.4677,21.3049,3.3577
0025912_session_1,rest_1_rest,0.043,0.195,7.0,0.008,0.0,0.24100000000000002,1.121,0.03,0.0487,0.1037,0.2228,0.1409,0.0864,8.2e-05,0.0005780000000000001,0.000251,-0.005974,0.002009,-0.005879,0.0725,0.0922,0.1736,0.6937,0.4059,0.6261,0.026904,0.02912,0.054982,0.317889,0.097096,0.283288,0.1401,34.0,0.3743,0.2303,16.9154,24.8669,4.2609
0025913_session_2,rest_1_rest,0.025,0.122,4.0,0.004,-0.001,0.138,0.583,0.0148,0.0424,0.021,0.0948,0.0289,0.2076,0.00065,0.000129,-0.00073,-0.0012439999999999999,-0.000811,-0.001204,0.0999,0.1478,0.1364,0.2749,0.1494,0.1915,0.038725,0.04597,0.032933,0.067363,0.035039,0.048339,0.0765,7.0,0.2766,0.141,3.4826,17.5944,2.6382
0025913_session_1,rest_1_rest,0.013999999999999999,0.044000000000000004,0.0,0.004,-0.0,0.066,0.42,0.0164,0.0329,0.0221,0.0503,0.0167,0.1361,0.0006730000000000001,-0.000306,-0.0008269999999999999,-0.001621,0.000129,-0.001053,0.1049,0.128,0.1025,0.258,0.0529,0.1185,0.032064999999999996,0.057529,0.029317000000000003,0.097018,0.024242,0.039008,0.0621,0.0,0.2492,0.1085,0.0,15.4712,2.0181
0025914_session_1,rest_1_rest,0.045,0.191,14.0,0.008,-0.003,0.344,1.147,0.0353,0.1278,0.0803,0.2978,0.0967,0.1776,0.000938,0.0023469999999999997,0.001441,-0.002578,0.002131,-0.002891,0.1521,0.3375,0.2477,0.4087,0.3029,0.4295,0.042816,0.11750899999999999,0.056628,0.167391,0.088242,0.12400499999999999,0.154,36.0,0.3924,0.262,17.9104,23.955,4.6004
0025915_session_1,rest_1_rest,0.026000000000000002,0.289,6.0,0.005,0.001,0.36700000000000005,0.66,0.0388,0.0977,0.0312,0.5733,0.0388,0.1188,2.7000000000000002e-05,-0.001797,0.000701,0.00182,0.0008990000000000001,-0.000604,0.0955,0.2904,0.117,0.4362,0.1559,0.0936,0.044932,0.11006600000000001,0.046916,0.147117,0.062984,0.033447000000000005,0.0797,7.0,0.2824,0.1529,3.4826,21.5197,2.3976
0025916_session_1,rest_1_rest,0.039,0.18100000000000002,6.0,0.006999999999999999,0.003,0.19899999999999998,1.633,0.0285,0.0939,0.0418,0.1304,0.0487,0.212,0.000643,0.005065,0.001144,-0.004795000000000001,0.001778,-0.0036060000000000003,0.1162,0.652,0.1491,0.673,0.294,0.5128,0.051985,0.322274,0.090753,0.363573,0.12787,0.24390799999999999,0.1162,13.0,0.3409,0.1934,6.4677,17.398,3.8241
0025917_session_1,rest_1_rest,0.033,0.099,0.0,0.006,-0.0,0.115,0.415,0.0238,0.0482,0.0249,0.0467,0.0348,0.1617,0.0009,0.000161,-0.000131,-0.0014730000000000001,-0.000469,-0.001645,0.1188,0.0831,0.0996,0.2136,0.1184,0.2889,0.065577,0.027175,0.044338,0.09107,0.059966,0.081482,0.1105,4.0,0.3324,0.1642,1.99,20.3917,3.8195
0025918_session_1,rest_1_rest,0.018000000000000002,0.102,1.0,0.012,0.0,0.14300000000000002,1.2690000000000001,0.0455,0.0743,0.0563,0.1186,0.0752,0.0882,-0.001972,-0.001974,0.001202,-0.005254,-0.002726,-0.0044280000000000005,0.2249,0.2839,0.187,0.5978,0.2984,0.5183,0.121419,0.193749,0.123134,0.323755,0.159107,0.25308,0.1016,1.0,0.3188,0.1531,0.4975,21.1941,2.4371
0025919_session_1,rest_1_rest,0.033,0.33,11.0,0.012,-0.002,1.126,1.6969999999999998,0.0675,0.5545,0.1507,0.3919,0.1049,0.2021,-0.001668,0.000681,-0.00073,-0.0013800000000000002,-0.000454,-0.0014199999999999998,0.2122,0.8707,0.1571,0.3898,0.0977,0.309,0.094815,0.147612,0.048894,0.150266,0.035528,0.117459,0.1118,16.0,0.3343,0.252,7.9602,19.8487,2.7001
0025920_session_1,rest_1_rest,0.06,0.163,26.0,0.006,-0.001,0.12300000000000001,0.6859999999999999,0.0128,0.0416,0.0233,0.1024,0.0166,0.1529,0.0008810000000000001,0.000534,0.000796,-0.0019760000000000003,0.001307,-0.004025,0.0933,0.0841,0.0892,0.2638,0.1403,0.5135,0.048494999999999996,0.036156,0.043177,0.10505899999999999,0.07354,0.190532,0.1095,12.0,0.3309,0.1801,5.9701,15.9814,3.6406
0025921_session_2,rest_1_rest,0.054000000000000006,0.19,52.0,0.012,-0.001,0.27699999999999997,1.538,0.0579,0.0868,0.0398,0.2229,0.0794,0.0858,0.001009,0.001033,-0.000156,-0.003075,0.000759,-0.002038,0.2869,0.333,0.0703,0.7768,0.2618,0.6101,0.098815,0.097125,0.029762,0.307882,0.096827,0.186479,0.1646,135.0,0.4057,0.2554,32.0665,17.659,4.7765
0025921_session_1,rest_1_rest,0.01,0.035,0.0,0.003,0.0,0.05,0.409,0.0139,0.0218,0.0168,0.0369,0.0581,0.0363,0.000139,0.000878,0.000256,-0.001335,-0.000231,-0.001011,0.0229,0.1236,0.0424,0.2267,0.0804,0.1439,0.007365000000000001,0.050003,0.009316,0.10054500000000001,0.011798000000000001,0.051613,0.0334,0.0,0.1827,0.0498,0.0,19.0657,0.7952
0025922_session_2,rest_1_rest,0.051,0.151,38.0,0.004,-0.001,0.15,1.3659999999999999,0.0428,0.1208,0.0531,0.1156,0.0525,0.1423,0.000368,0.000741,0.00064,-0.001621,0.0008269999999999999,-0.00389,0.1623,0.2408,0.2091,0.3993,0.2103,1.0259,0.026206,0.077084,0.054654999999999995,0.16473,0.09249600000000001,0.38343499999999997,0.1037,12.0,0.322,0.1682,2.8504,15.9709,3.2499
0025922_session_1,rest_1_rest,0.047,0.14,15.0,0.004,-0.002,0.163,0.665,0.0248,0.1166,0.0273,0.1015,0.0328,0.1405,0.0006799999999999999,0.0005740000000000001,0.001215,0.00023500000000000002,0.000413,-0.002268,0.1476,0.1508,0.2162,0.1086,0.1212,0.3757,0.030927999999999997,0.026299,0.058362,0.025697,0.034888999999999996,0.12139000000000001,0.1012,6.0,0.3182,0.1717,2.4896,21.6791,3.3175
0025923_session_2,rest_1_rest,0.026000000000000002,0.094,0.0,0.006,-0.0,0.11900000000000001,0.419,0.0546,0.0634,0.0332,0.1511,0.0367,0.0986,0.00044400000000000006,0.000174,0.00025499999999999996,-0.000624,9.499999999999999e-05,-0.001078,0.1681,0.0888,0.0915,0.1955,0.0676,0.3085,0.08052000000000001,0.039323000000000004,0.041235,0.064502,0.021766999999999998,0.109679,0.0892,5.0,0.2987,0.1465,1.1876,19.7621,2.5862
0025923_session_1,rest_1_rest,0.028999999999999998,0.218,9.0,0.006999999999999999,-0.001,0.233,0.599,0.0634,0.179,0.0665,0.2593,0.1073,0.1979,-0.000144,0.000291,-0.00011399999999999999,-0.000481,-0.000857,-0.00149,0.0614,0.1473,0.1008,0.37,0.2122,0.2659,0.01257,0.040514,0.025973000000000003,0.0791,0.0597,0.086844,0.1055,18.0,0.3248,0.1975,7.4689,22.4614,3.0102
0025924_session_2,rest_1_rest,0.044000000000000004,0.14300000000000002,29.0,0.004,-0.001,0.138,0.815,0.0335,0.0412,0.05,0.0607,0.1045,0.168,-8.1e-05,0.000893,4.8e-05,-0.000321,-0.000315,-0.000567,0.1003,0.2354,0.106,0.3144,0.2105,0.3795,0.039222,0.10366199999999999,0.038620999999999996,0.094401,0.069844,0.123776,0.0992,7.0,0.315,0.1526,1.6627,13.4762,3.4748
0025924_session_1,rest_1_rest,0.008,0.031,0.0,0.003,-0.0,0.05,0.72,0.017,0.0288,0.0201,0.0399,0.026,0.0455,-0.000519,0.001326,-0.001923,0.000475,-0.0026089999999999998,-0.002252,0.0983,0.208,0.2494,0.0962,0.3399,0.3424,0.028985000000000004,0.070914,0.124445,0.02932,0.177044,0.119122,0.0373,0.0,0.1931,0.0578,0.0,16.8454,0.8973
0025925_session_2,rest_1_rest,0.027999999999999997,0.958,18.0,0.013999999999999999,-0.001,1.6469999999999998,3.2910000000000004,0.4331,0.4679,0.4162,1.0425,0.2693,0.2868,-0.002605,0.0026089999999999998,-0.002676,-0.000239,-0.007626000000000001,-0.003071,0.783,0.8672,0.6025,1.7049,1.6033,0.7418,0.494095,0.312874,0.23390300000000003,0.196973,0.9641629999999999,0.341952,0.1499,59.0,0.3872,0.33,14.0143,14.599,3.3605
0025925_session_1,rest_1_rest,0.022000000000000002,0.14300000000000002,4.0,0.009000000000000001,-0.002,0.862,1.3119999999999998,0.0371,0.812,0.1048,0.2351,0.0931,0.2577,0.000659,0.0013830000000000001,-0.000678,-0.0024219999999999997,-9.9e-05,-0.002947,0.1453,0.9038,0.1033,0.3554,0.0766,0.5338,0.058973000000000005,0.138271,0.024578,0.14133800000000002,0.022202,0.153631,0.0994,17.0,0.3153,0.2042,7.0539,19.0103,2.2177
0025926_session_2,rest_1_rest,0.033,0.304,9.0,0.015,0.002,0.478,2.944,0.0369,0.1876,0.0737,0.317,0.0498,0.1134,0.000794,-0.006314,0.002376,-0.001088,0.001772,0.000308,0.2221,1.5468,0.6732,0.4723,0.5575,0.2027,0.101238,0.7609899999999999,0.298784,0.161531,0.26604,0.08743200000000001,0.1467,87.0,0.383,0.233,20.6651,19.4543,3.904
0025926_session_1,rest_1_rest,0.02,0.225,4.0,0.016,-0.002,0.599,1.68,0.0577,0.4443,0.0867,0.4555,0.0534,0.205,0.002723,0.002477,0.003094,-0.0035450000000000004,0.001341,-0.004613,0.3468,0.438,0.3891,0.5926,0.2715,0.703,0.203986,0.217806,0.241365,0.232447,0.12235399999999999,0.307057,0.1394,32.0,0.3733,0.2688,13.278,20.1473,3.242
0025927_session_2,rest_1_rest,0.045,0.375,23.0,0.005,-0.001,0.217,1.103,0.0629,0.112,0.114,0.6817,0.1257,0.1681,0.001697,0.000317,0.000863,-5.7999999999999994e-05,0.000178,-0.001373,0.4129,0.1892,0.2399,0.6878,0.2328,0.3611,0.22272399999999998,0.057277,0.085535,0.057044000000000004,0.044758,0.139768,0.1055,21.0,0.3248,0.1869,4.9881,16.8282,3.4847
0025927_session_1,rest_1_rest,0.037000000000000005,0.122,8.0,0.006,-0.003,0.434,1.386,0.0312,0.2453,0.0473,0.1296,0.0434,0.2645,0.0007559999999999999,-0.0006389999999999999,0.000376,0.004935,0.001042,-0.00041600000000000003,0.1383,0.3878,0.1364,0.8023,0.2008,0.1388,0.04955,0.043733,0.044976999999999996,0.37724,0.071462,0.046606,0.1319,43.0,0.3632,0.2357,17.8423,21.5441,4.1106
0025928_session_2,rest_1_rest,0.039,0.1,1.0,0.005,-0.001,0.12,1.005,0.0162,0.0399,0.0242,0.0525,0.0227,0.131,-0.000349,-0.0016129999999999999,-0.000531,-0.001036,-0.000292,-0.000889,0.0985,0.415,0.1344,0.2602,0.1027,0.2944,0.024645,0.15673800000000002,0.036201,0.11260899999999999,0.034638999999999996,0.088555,0.1028,0.0,0.3207,0.1424,0.0,19.2646,3.7633
0025928_session_1,rest_1_rest,0.022000000000000002,0.096,0.0,0.006,0.001,0.182,0.6579999999999999,0.0751,0.0758,0.1121,0.2309,0.0836,0.1198,-0.00022799999999999999,-0.000792,-0.00064,-0.00193,-0.000795,-0.000499,0.1033,0.1716,0.1913,0.4196,0.2241,0.1805,0.050529000000000004,0.039182,0.096153,0.14844200000000002,0.11398299999999999,0.055733000000000005,0.1174,8.0,0.3426,0.1746,3.3195,25.9083,3.8032
0025929_session_2,rest_1_rest,0.03,0.09699999999999999,0.0,0.003,0.001,0.095,1.011,0.0349,0.0429,0.0343,0.0485,0.0356,0.0949,-0.000138,0.001135,2.5e-05,-0.000283,6.6e-05,-0.002545,0.0748,0.3882,0.0763,0.1741,0.0971,0.5806,0.025093999999999998,0.12027,0.031786,0.052990999999999996,0.040139999999999995,0.18317999999999998,0.0604,0.0,0.2458,0.0896,0.0,17.0979,2.0016
0025929_session_1,rest_1_rest,0.024,0.084,0.0,0.003,0.0,0.127,0.818,0.023,0.0402,0.0195,0.0457,0.0191,0.0823,0.00045099999999999996,0.003166,4.9e-05,-0.000567,-0.000125,-0.0031420000000000003,0.0878,0.4063,0.0658,0.1255,0.0821,0.42,0.028669,0.18976099999999999,0.023139,0.052157,0.024561000000000003,0.144198,0.0503,0.0,0.2243,0.0842,0.0,22.7714,1.4391
0025930_session_2,rest_1_rest,0.028999999999999998,0.16899999999999998,11.0,0.01,-0.003,0.34,1.871,0.0327,0.1519,0.0593,0.2127,0.0683,0.0861,-8.9e-05,-0.002734,-0.00024900000000000004,0.00035,-0.000666,0.000204,0.1541,0.9796,0.1454,0.3627,0.2106,0.1652,0.059004999999999995,0.23863600000000001,0.040505,0.07887999999999999,0.054412,0.052039999999999996,0.1316,56.0,0.3627,0.2111,13.3017,18.6266,3.6837
0025930_session_1,rest_1_rest,0.024,0.15,6.0,0.009000000000000001,-0.003,0.439,1.4580000000000002,0.0494,0.2237,0.053,0.195,0.0694,0.1246,0.0006580000000000001,-0.002858,0.00079,3.8e-05,0.000778,-0.0012460000000000001,0.1423,0.6921,0.1225,0.296,0.2017,0.2,0.021236,0.173879,0.045221,0.079283,0.043233,0.053194000000000005,0.0887,16.0,0.2978,0.1842,6.639,20.6304,2.0977
0025931_session_2,rest_1_rest,0.037000000000000005,0.28800000000000003,16.0,0.006,-0.001,0.426,1.105,0.06,0.225,0.1062,0.8953,0.1611,0.1812,-0.00093,0.000379,0.00035499999999999996,-0.001202,-0.0003,-0.001491,0.2957,0.2288,0.1084,0.7207,0.2035,0.4201,0.08152899999999999,0.06296399999999999,0.051437000000000004,0.230198,0.052804,0.170126,0.1322,44.0,0.3636,0.22,10.4513,16.7266,4.1555
0025931_session_1,rest_1_rest,0.036000000000000004,0.09300000000000001,0.0,0.008,-0.0,0.134,0.5489999999999999,0.0836,0.0531,0.0319,0.1132,0.0625,0.1516,-0.000997,0.001092,0.001045,-0.001067,0.0007070000000000001,-0.000752,0.1769,0.216,0.178,0.1843,0.1537,0.1667,0.06175599999999999,0.081852,0.06184,0.059828,0.066665,0.060275999999999996,0.1442,36.0,0.3797,0.2097,14.9378,20.49,3.9478
0025932_session_2,rest_1_rest,0.038,0.16399999999999998,28.0,0.018000000000000002,-0.005,0.28300000000000003,2.577,0.0811,0.1447,0.0852,0.2512,0.1451,0.1344,0.003023,-0.0018679999999999999,0.002489,-0.0008179999999999999,0.003169,-0.001065,1.005,0.7024,0.8859,0.3036,1.0786,0.3939,0.251675,0.222034,0.211234,0.11047699999999999,0.269312,0.08363999999999999,0.2138,231.0,0.4624,0.337,54.8694,20.9787,6.4256
0025932_session_1,rest_1_rest,0.025,0.10800000000000001,1.0,0.013000000000000001,-0.001,0.24,1.222,0.0852,0.1909,0.0418,0.2491,0.0508,0.1372,0.001395,0.002416,0.001144,-0.001315,0.001341,-0.003012,0.2648,0.5401,0.2232,0.3324,0.2098,0.4818,0.110455,0.18873199999999998,0.089727,0.12811199999999998,0.11198499999999999,0.184032,0.1654,79.0,0.4067,0.2511,32.7801,20.7431,4.6686
0025933_session_2,rest_1_rest,0.026000000000000002,0.109,3.0,0.01,0.0,0.16399999999999998,0.977,0.1322,0.1483,0.1065,0.2154,0.2128,0.1119,-0.000653,0.000109,-0.000154,-0.001157,-0.001533,-0.001737,0.2638,0.143,0.1098,0.4475,0.5031,0.4132,0.0827,0.044182,0.027224,0.194917,0.181256,0.16299,0.1421,62.0,0.3769,0.2301,14.7268,16.4997,3.7271
0025933_session_1,rest_1_rest,0.03,0.24100000000000002,8.0,0.006999999999999999,-0.001,0.299,0.9690000000000001,0.0321,0.0947,0.0526,0.2698,0.0832,0.0929,0.000429,0.000997,-3.7e-05,-0.003015,0.000226,-0.004044,0.0971,0.1963,0.1293,0.6151,0.1718,0.6589,0.027627,0.043244,0.021731999999999998,0.20111600000000002,0.054448,0.202971,0.0827,12.0,0.2876,0.1541,4.9793,22.8758,2.0797
0025934_session_2,rest_1_rest,0.032,0.271,25.0,0.006999999999999999,0.002,0.402,2.46,0.1632,0.075,0.1665,0.3516,0.1868,0.1642,0.002515,0.0004969999999999999,0.002298,0.0036479999999999998,0.003264,-0.000314,0.5997,0.3011,0.8437,1.206,0.9451,0.2115,0.29901500000000003,0.118777,0.23878200000000002,0.310749,0.42815200000000003,0.055063,0.151,73.0,0.3886,0.2679,17.3397,17.6045,4.5569
0025934_session_1,rest_1_rest,0.05,0.251,19.0,0.009000000000000001,-0.003,0.307,1.7930000000000001,0.1405,0.0649,0.0967,0.4208,0.1358,0.1456,-0.003037,0.004079,-0.001258,0.0019850000000000002,-0.0017059999999999998,-0.004033,0.7271,0.6425,0.1757,0.4739,0.2394,0.7129,0.313906,0.29521,0.043764,0.179028,0.078179,0.34301,0.1378,34.0,0.3712,0.2781,14.1079,21.8615,4.0973
0025935_session_2,rest_1_rest,0.042,1.111,22.0,0.009000000000000001,0.002,1.3780000000000001,2.555,0.3294,0.1019,0.3208,1.2138,0.4,0.102,0.000741,-0.0007379999999999999,0.000692,-0.0056240000000000005,0.0016469999999999998,-0.003215,0.3096,0.2911,0.2834,2.1164,0.5665,0.8143,0.052238,0.117815,0.037722000000000006,0.34710599999999997,0.054175,0.370698,0.1416,77.0,0.3762,0.26,18.2898,15.577,3.8739
0025935_session_1,rest_1_rest,0.011000000000000001,0.043,0.0,0.003,-0.001,0.068,0.43200000000000005,0.015,0.0337,0.0208,0.0508,0.0319,0.0435,0.0008869999999999999,-0.000906,0.000522,-0.0009570000000000001,0.000519,-0.000877,0.1435,0.1392,0.0818,0.1696,0.0786,0.1631,0.043089999999999996,0.05148200000000001,0.028222000000000004,0.069141,0.02695,0.036917,0.0358,0.0,0.1892,0.0604,0.0,19.8937,0.9152
0025936_session_2,rest_1_rest,0.034,0.182,16.0,0.008,0.001,0.312,1.44,0.0226,0.0909,0.1259,0.2602,0.1602,0.0973,0.000465,0.001515,0.000395,-0.00156,0.001057,-0.002388,0.1275,0.4009,0.2262,0.5973,0.4137,0.5721,0.06800700000000001,0.17505199999999999,0.074581,0.175024,0.17211700000000002,0.235904,0.1232,48.0,0.351,0.2132,11.4014,17.6888,3.8038
