Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025133_session_1,rest_1_rest,0.017,0.131,1.0,0.006,0.001,0.11699999999999999,2.147,0.071,0.04,0.0749,0.2286,0.1773,0.1433,0.006670999999999999,-0.0036369999999999996,0.005785,0.001934,0.011811,-0.002205,0.6277,0.3586,0.5272,0.3308,1.2141,0.3132,0.332936,0.150981,0.251692,0.022934,0.620344,0.041829000000000005,0.0627,5.0,0.2504,0.116,2.7624,1.9841,1.3797
0025134_session_1,rest_1_rest,0.026000000000000002,0.365,10.0,0.011000000000000001,-0.001,0.696,2.158,0.2419,0.1688,0.2291,0.4041,0.3135,0.1365,-0.001648,0.009858,-0.00011499999999999999,0.0049700000000000005,-0.00047999999999999996,-0.008846,0.3642,0.9349,0.2351,0.8074,0.5465,0.8991,0.155164,0.385204,0.085664,0.129668,0.128906,0.305659,0.11,19.0,0.3317,0.2489,10.4972,1.9437,2.4243
0025135_session_1,rest_1_rest,0.031,0.3,3.0,0.008,-0.0,0.527,0.757,0.267,0.1179,0.075,0.2486,0.1839,0.1786,-0.000364,0.002612,-0.001439,-0.00054,0.00011599999999999999,-0.0016640000000000001,0.2835,0.3066,0.1611,0.3582,0.1602,0.2856,0.084761,0.092468,0.074383,0.13283299999999998,0.063269,0.033782,0.093,4.0,0.305,0.1556,2.2099,2.2187,2.3567
0025136_session_1,rest_1_rest,0.052000000000000005,0.40700000000000003,24.0,0.016,-0.004,1.375,1.6969999999999998,0.3819,0.6992,0.199,0.513,0.1671,0.1645,-0.004768,0.0018579999999999998,-0.002547,0.002374,-0.00117,-0.002837,0.5619,0.6947,0.3009,0.5712,0.2186,0.3985,0.298051,0.183385,0.089963,0.124642,0.063297,0.09511900000000001,0.1959,57.0,0.4426,0.4234,31.4917,2.2352,4.6526
0025137_session_1,rest_1_rest,0.011000000000000001,0.18100000000000002,1.0,0.004,-0.001,0.146,0.599,0.0632,0.035,0.0391,0.169,0.0409,0.0544,-0.000869,0.001544,0.0004,0.003036,-0.0006900000000000001,-0.001425,0.1592,0.1574,0.0498,0.3869,0.0937,0.1679,0.069799,0.06187,0.011751000000000001,0.077652,0.016239,0.043451,0.044,1.0,0.2097,0.0686,0.5525,2.0373,0.8476
0025138_session_1,rest_1_rest,0.038,0.23199999999999998,6.0,0.009000000000000001,-0.003,0.172,1.474,0.0681,0.0461,0.0638,0.2089,0.0909,0.0839,-0.004339,0.0027949999999999997,-0.001206,0.006353,-0.001394,-0.00454,0.5231,0.2874,0.1663,0.8342,0.1774,0.5067,0.231843,0.111331,0.053381,0.275319,0.054428,0.185809,0.1148,16.0,0.3388,0.1991,8.8398,1.9717,2.8851
0025139_session_1,rest_1_rest,0.024,0.405,3.0,0.006,-0.005,0.457,1.245,0.0696,0.0591,0.0821,0.4112,0.0349,0.073,-0.001019,0.000985,0.0015630000000000002,0.006363000000000001,0.000302,-0.0032090000000000005,0.1881,0.1265,0.1817,0.9591,0.0798,0.3488,0.078874,0.046248000000000004,0.08758200000000001,0.157943,0.033509,0.130521,0.0709,2.0,0.2662,0.1215,1.105,2.0059,1.6882
0025140_session_1,rest_1_rest,0.015,0.08900000000000001,0.0,0.006,-0.002,0.17300000000000001,0.75,0.0776,0.1181,0.0757,0.1577,0.0804,0.0778,0.001532,0.000504,-0.000663,0.001086,0.0027660000000000002,-0.00088,0.2373,0.1386,0.1019,0.1868,0.3748,0.1369,0.055242999999999993,0.031586,0.038817000000000004,0.036057,0.12009700000000001,0.027336000000000003,0.0756,4.0,0.275,0.1352,2.2099,2.1464,1.6305
0025141_session_1,rest_1_rest,0.033,1.4369999999999998,9.0,0.012,0.002,2.407,2.778,0.6597,0.5276,0.6539,1.5671,0.5838,0.6453,-0.0008029999999999999,0.002464,-0.002503,-0.0035659999999999997,0.00049,0.00013700000000000002,0.5349,0.5334,0.6177,1.5477,0.5515,0.5766,0.068139,0.219987,0.10679000000000001,0.426415,0.073314,0.098984,0.105,13.0,0.3241,0.2977,7.1823,2.097,1.8567
0025142_session_1,rest_1_rest,0.018000000000000002,0.256,4.0,0.009000000000000001,0.003,0.5720000000000001,2.086,0.2204,0.1433,0.124,0.1448,0.2782,0.1485,0.004359,0.0032159999999999997,0.001696,-0.002032,0.005661,-0.002827,0.6586,0.3558,0.2379,0.4693,1.0125,0.3632,0.252727,0.097871,0.11987300000000001,0.11658699999999998,0.348918,0.072324,0.0883,11.0,0.2972,0.1873,6.0773,2.579,1.7768
0025143_session_1,rest_1_rest,0.054000000000000006,0.298,29.0,0.018000000000000002,0.0,0.536,2.055,0.2754,0.2401,0.1967,0.2039,0.5467,0.1757,-0.001559,0.002543,-0.001846,0.016227000000000002,-0.001535,-0.004477,0.6731,0.3577,0.2756,1.7356,0.7402,0.518,0.229816,0.115685,0.071154,0.583009,0.217455,0.200042,0.211,83.0,0.4593,0.3701,45.8564,2.0954,5.122
0025144_session_1,rest_1_rest,0.017,0.09300000000000001,0.0,0.008,-0.005,0.233,1.81,0.1342,0.0937,0.1117,0.2081,0.1852,0.0637,0.004801,-0.00035099999999999997,0.002379,0.003954999999999999,0.00592,-0.002745,0.6061,0.1197,0.3724,0.5389,0.6741,0.2815,0.20013,0.041856,0.106517,0.095566,0.305616,0.09492,0.0795,11.0,0.282,0.1627,6.0773,2.0108,1.65
0025145_session_1,rest_1_rest,0.018000000000000002,0.28,2.0,0.008,-0.002,0.324,1.044,0.0463,0.2128,0.0417,0.2894,0.0776,0.0572,-0.002143,0.003518,-0.00064,0.002039,-0.000987,-0.0007440000000000001,0.3288,0.4047,0.0789,0.4364,0.2655,0.1649,0.15049300000000002,0.135472,0.027137,0.077349,0.11418099999999999,0.029495999999999998,0.0778,3.0,0.279,0.1323,1.6575,1.9621,1.5795
0025146_session_1,rest_1_rest,0.027000000000000003,0.133,2.0,0.017,-0.001,1.3780000000000001,1.7519999999999998,0.1544,1.1636,0.3248,0.1549,0.142,0.1862,-0.006265,-0.001283,-0.006942,-0.001564,-0.005128,-0.000768,0.6872,0.9591,0.8078,0.3696,0.6342,0.1717,0.359317,0.12309400000000001,0.29176199999999997,0.135515,0.314508,0.042664,0.1445,22.0,0.3802,0.2696,12.1547,2.2566,2.2586
0025147_session_1,rest_1_rest,0.03,0.515,7.0,0.009000000000000001,-0.004,0.41700000000000004,0.9740000000000001,0.0956,0.2542,0.0616,0.5171,0.1329,0.1763,-0.001535,0.00045,-0.000482,0.004254,-0.0005070000000000001,-0.003073,0.2084,0.335,0.0674,0.7128,0.113,0.4107,0.07584,0.106074,0.016221,0.103353,0.028456,0.08658500000000001,0.1151,21.0,0.3392,0.2281,11.6022,2.1257,2.9371
0025148_session_1,rest_1_rest,0.022000000000000002,0.499,4.0,0.006999999999999999,-0.002,1.17,1.3319999999999999,0.0418,0.4474,0.0639,0.5099,0.0658,0.1805,-0.0008849999999999999,0.002805,-0.000758,0.0031550000000000003,-0.001593,-0.0033130000000000004,0.14,0.4596,0.0908,0.7328,0.1566,0.4467,0.05125,0.165804,0.022734,0.13636800000000002,0.042562,0.058252,0.0763,4.0,0.2763,0.1518,2.2099,2.0979,1.6704
0025149_session_1,rest_1_rest,0.033,0.214,11.0,0.013999999999999999,-0.001,0.358,1.043,0.0931,0.1527,0.1488,0.2788,0.0974,0.0905,-0.001852,-0.001258,-0.0031320000000000002,0.00084,-0.001403,-0.000801,0.3104,0.3076,0.4059,0.4111,0.2443,0.2493,0.146608,0.088559,0.144954,0.115587,0.097264,0.059903,0.1445,33.0,0.3801,0.2729,18.232,2.4335,2.8025
0025150_session_1,rest_1_rest,0.013000000000000001,0.2,1.0,0.005,0.0,0.355,1.2819999999999998,0.0893,0.1669,0.0879,0.2174,0.1096,0.0851,-0.004228,0.0020829999999999998,-0.0010689999999999999,0.002659,-0.004256,-0.00364,0.4181,0.361,0.1407,0.5411,0.4692,0.3412,0.239484,0.17003,0.079324,0.10828399999999999,0.24449,0.17385599999999998,0.0635,7.0,0.2519,0.1369,3.8674,1.9677,1.4266
0025151_session_1,rest_1_rest,0.013999999999999999,0.047,0.0,0.006999999999999999,-0.001,0.10800000000000001,0.526,0.0405,0.096,0.0652,0.0637,0.0782,0.0534,-0.0010199999999999999,0.00037,-0.0019210000000000002,-0.0012699999999999999,-0.001268,-0.000272,0.1482,0.1595,0.2159,0.1956,0.1376,0.0671,0.059476,0.047624,0.092837,0.066423,0.056438999999999996,0.015732,0.0752,1.0,0.2743,0.1225,0.5525,2.1073,1.4825
0025152_session_1,rest_1_rest,0.022000000000000002,0.109,1.0,0.01,-0.002,0.445,0.674,0.0612,0.2841,0.077,0.2417,0.1281,0.1458,-0.002278,-0.000743,-0.000364,0.000429,0.00038500000000000003,-0.001503,0.2613,0.3196,0.1133,0.1909,0.1149,0.2115,0.096176,0.050213,0.026842,0.069112,0.030782,0.026566000000000003,0.125,29.0,0.3536,0.2314,16.0221,2.2575,2.7372
0025153_session_1,rest_1_rest,0.024,0.502,5.0,0.006999999999999999,-0.001,0.515,0.789,0.0683,0.1242,0.0626,0.4577,0.1276,0.2388,-0.0014609999999999998,-0.000683,-0.000532,0.00020299999999999997,1.1e-05,-0.0025989999999999997,0.1666,0.181,0.1031,0.6046,0.1044,0.3527,0.074071,0.043628,0.029970999999999998,0.071129,0.040062,0.09913200000000001,0.1024,12.0,0.32,0.208,6.6298,2.2221,2.4403
0025154_session_1,rest_1_rest,0.013000000000000001,0.18899999999999997,1.0,0.005,-0.003,0.285,0.693,0.0689,0.0752,0.0804,0.2696,0.0411,0.0688,0.0006889999999999999,-0.000399,-0.000678,0.001639,0.001538,-0.001541,0.1302,0.1619,0.08,0.3786,0.2221,0.2243,0.013266,0.055117,0.024687999999999998,0.057402999999999996,0.06844700000000001,0.041692,0.0555,3.0,0.2355,0.0981,1.6575,2.1151,1.1124
0025155_session_1,rest_1_rest,0.024,0.36,3.0,0.005,-0.0,0.365,1.091,0.0484,0.0763,0.0516,0.3573,0.185,0.0635,-0.000182,-0.000538,0.0008029999999999999,0.008513,-0.000363,-0.002659,0.1044,0.1784,0.127,0.8573,0.1994,0.2606,0.029043,0.051939,0.055261000000000005,0.25871900000000003,0.021991,0.087907,0.0675,4.0,0.2599,0.1226,2.2099,1.987,1.5594
0025156_session_1,rest_1_rest,0.009000000000000001,0.321,1.0,0.004,-0.003,0.278,0.7490000000000001,0.0827,0.0556,0.0264,0.3534,0.031,0.0672,-0.000388,-0.000503,-0.0005690000000000001,0.003425,0.0009029999999999999,-0.0018260000000000001,0.0814,0.1393,0.1147,0.5094,0.1463,0.2141,0.024245,0.045273,0.028561000000000003,0.045403,0.060205999999999996,0.05935700000000001,0.0423,1.0,0.2056,0.0733,0.5525,1.9363,0.8814
0025157_session_1,rest_1_rest,0.018000000000000002,0.271,3.0,0.006999999999999999,-0.001,0.182,0.525,0.0898,0.0784,0.0646,0.2145,0.1314,0.18,-0.0012230000000000001,0.0008539999999999999,-0.000106,0.00075,-0.000417,-0.00256,0.1748,0.1829,0.0571,0.2632,0.2058,0.326,0.051483,0.055167999999999995,0.021881,0.069767,0.032034,0.040238,0.0856,6.0,0.2926,0.1586,3.3149,2.1148,1.8718
0025158_session_1,rest_1_rest,0.034,0.545,2.0,0.006999999999999999,-0.006999999999999999,1.046,1.556,0.083,0.5978,0.0556,0.5785,0.052,0.1317,-0.000773,-0.0017469999999999999,0.000531,0.005135,1.2e-05,-0.002165,0.1166,0.4695,0.0928,0.8287,0.0427,0.2985,0.049888,0.106225,0.036929000000000003,0.042972,0.015122,0.039337000000000004,0.1,2.0,0.3162,0.1794,1.105,2.0952,2.4413
0025159_session_1,rest_1_rest,0.013000000000000001,0.10300000000000001,1.0,0.006,0.001,0.111,0.759,0.0725,0.0812,0.0364,0.1031,0.0496,0.0531,-0.002997,-0.001355,-0.000798,0.001715,-0.001146,-0.0014529999999999999,0.3419,0.2175,0.0866,0.2219,0.1355,0.1984,0.182327,0.08145,0.024233,0.051580999999999995,0.070437,0.056157000000000006,0.0552,1.0,0.2349,0.0924,0.5525,1.8795,1.1988
0025160_session_1,rest_1_rest,0.021,0.105,1.0,0.009000000000000001,0.0,0.18100000000000002,0.802,0.0661,0.1398,0.0573,0.1062,0.0493,0.0895,-0.001183,0.002741,0.002207,-0.00028700000000000004,0.0012720000000000001,-0.000869,0.2536,0.4177,0.3342,0.2488,0.1395,0.18,0.044055000000000004,0.192064,0.130718,0.098175,0.067571,0.030039999999999997,0.0925,5.0,0.3041,0.1555,2.7624,2.2239,1.5923
0025161_session_1,rest_1_rest,0.022000000000000002,0.18100000000000002,4.0,0.011000000000000001,-0.004,0.39799999999999996,1.3730000000000002,0.1433,0.5321,0.1023,0.2312,0.2349,0.4216,0.00088,0.001823,-0.0016460000000000001,-0.0008439999999999999,2.8000000000000003e-05,-0.001355,0.2961,0.5531,0.2635,0.3337,0.2902,0.5102,0.061439999999999995,0.136453,0.096777,0.16767,0.053445000000000006,0.10538900000000001,0.1073,15.0,0.3276,0.2663,8.2873,1.9847,2.1171
0025162_session_1,rest_1_rest,0.013999999999999999,0.135,1.0,0.008,-0.001,0.285,0.659,0.0596,0.115,0.0569,0.1434,0.0564,0.0646,-6e-06,0.0025670000000000003,-0.0005,-0.0014320000000000001,0.00015800000000000002,-0.000496,0.1049,0.3309,0.0684,0.2072,0.0897,0.1161,0.053253999999999996,0.10724500000000001,0.022955,0.06401699999999999,0.021921,0.022247,0.0811,4.0,0.2847,0.1355,2.2099,2.1377,1.5199
0025163_session_1,rest_1_rest,0.069,0.522,39.0,0.019,0.004,0.892,4.1160000000000005,0.2288,0.2959,0.1596,0.5219,0.2076,0.0929,-0.004503,0.008089,0.0037090000000000005,0.013728,-0.0016699999999999998,-0.005601,0.712,1.0945,0.6072,2.2144,0.4461,0.6808,0.253208,0.429883,0.209957,0.7319640000000001,0.11252899999999999,0.289585,0.166,38.0,0.4074,0.3968,20.9945,2.0809,3.8432
0025164_session_1,rest_1_rest,0.038,0.267,4.0,0.008,-0.005,0.326,1.136,0.1477,0.1118,0.0431,0.2724,0.0472,0.0721,0.0019440000000000002,-6.9e-05,0.000773,0.004855,0.000411,-0.003008,0.3329,0.2045,0.1388,0.7633,0.0913,0.3959,0.028899,0.061577,0.018875,0.064476,0.034031,0.072882,0.1353,34.0,0.3678,0.2262,18.7845,2.0768,3.6492
0025165_session_1,rest_1_rest,0.055999999999999994,0.479,25.0,0.03,-0.011000000000000001,1.2570000000000001,4.23,0.5841,1.0108,0.7455,0.5517,0.6015,0.426,0.003917,0.014236000000000002,0.000875,-0.011195,0.002131,-0.000683,0.6922,1.8761,0.5444,1.343,0.3763,0.3598,0.242581,0.651817,0.12421900000000001,0.5700189999999999,0.149091,0.11626099999999999,0.2829,81.0,0.5319,0.6861,44.7514,2.2994,5.3269
0025166_session_1,rest_1_rest,0.021,0.14,3.0,0.006,-0.001,0.13699999999999998,0.568,0.0983,0.0463,0.0729,0.3182,0.0649,0.0638,-0.0016879999999999998,0.001042,-0.000788,0.000558,-0.00023999999999999998,-0.000594,0.2732,0.1526,0.1053,0.2173,0.1063,0.093,0.076691,0.08075700000000001,0.021072999999999998,0.059773,0.019226,0.015522999999999999,0.0814,3.0,0.2853,0.1348,1.6575,2.0546,1.8372
