uid,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean,site_x,tr,Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson,site_y
0025890_session_1_scan_rest_1_rest,0.6369935357943177,0.6827444527298212,0.7355339722707868,4.02088,0.6432662194048869,0.12561991810798645,0.17896801233291626,0.2420911610126495,10.957,0.14222504198551178,0.4103274941444397,0.5894520580768585,0.7368660569190979,6.69804,0.3972526490688324,BNU_1,2000,0025890_session_1,rest_1_rest,0.043,0.573,15.0,0.033,0.006999999999999999,3.395,4.887,0.1827,1.7795,0.6217,0.5763,0.2813,0.1941,-0.000717,-0.010455,0.000333,0.001598,0.0013449999999999998,-0.000921,0.2175,2.6529,0.6135,0.7892,0.3457,0.214,0.047909,0.309253,0.119793,0.079541,0.07312,0.07933899999999999,0.2257,68.0,0.4751,0.5186,33.8308,22.5302,3.8203,BNU_1
0025891_session_2_scan_rest_1_rest,0.6340135443024337,0.6758166351355612,0.7211033168714494,4.1642,0.6375452843538157,0.10539385676383972,0.1619933694601059,0.22118603885173801,11.7711,0.12396467477083205,0.3253018260002136,0.5124195814132689,0.6858149170875549,6.73957,0.3349240720272064,BNU_1,2000,0025891_session_2,rest_1_rest,0.013,0.052000000000000005,0.0,0.005,-0.001,0.185,0.892,0.0825,0.0992,0.037000000000000005,0.0595,0.0759,0.0765,-0.000791,0.0022670000000000004,-0.0008820000000000002,-0.002747,0.000609,-0.001849,0.141,0.3582,0.0962,0.3482,0.1186,0.2186,0.046666,0.12742699999999998,0.040865,0.141077,0.052207,0.092814,0.0523,3.0,0.2286,0.0896,1.4925,17.0591,1.1628,BNU_1
0025891_session_1_scan_rest_1_rest,0.6507780118845403,0.6936864522285761,0.7401705959346145,3.8311599999999997,0.6565146879227578,0.14325928688049314,0.19849829375743866,0.25432854890823364,10.9561,0.15526634454727173,0.5237790942192078,0.6806243658065796,0.7992380857467651,6.24937,0.4752703011035919,BNU_1,2000,0025891_session_1,rest_1_rest,0.026,0.34,5.0,0.009000000000000001,-0.001,0.617,1.012,0.0741,0.3185,0.0525,0.7173,0.0694,0.1456,-0.000872,-0.000754,-0.001364,0.002759,-0.001184,-0.0008289999999999999,0.212,0.3421,0.18600000000000003,0.6193,0.1905,0.1627,0.049002,0.097119,0.076338,0.238378,0.048998,0.060256,0.1092,16.0,0.3305,0.2227,7.9602,21.3746,2.6954,BNU_1
0025892_session_2_scan_rest_1_rest,0.6227385960519314,0.6651980457827449,0.7147340704686941,4.007619999999999,0.6284939222777732,0.09439408034086227,0.13778118789196014,0.1872061848640442,11.0289,0.1092577874660492,0.30229857563972473,0.4790699779987335,0.6410915851593018,6.613010000000001,0.3122293651103973,BNU_1,2000,0025892_session_2,rest_1_rest,0.027000000000000003,0.087,0.0,0.006999999999999999,-0.001,0.057,0.334,0.0253,0.0412,0.0196,0.0523,0.0223,0.0855,-0.00055,0.000599,6.7e-05,0.000223,-0.000541,-0.0012109999999999998,0.0848,0.0877,0.028999999999999998,0.0736,0.0772,0.1982,0.029315,0.02452,0.0088,0.014983000000000003,0.031915,0.061554,0.0839,0.0,0.2897,0.1202,0.0,19.5202,2.3085,BNU_1
0025892_session_1_scan_rest_1_rest,0.6269728553015739,0.6694794895593077,0.7190705628599972,3.99842,0.6340663410202858,0.09606550633907318,0.14253002777695656,0.19954533129930532,11.3678,0.11355277895927428,0.3188688158988953,0.5006514191627502,0.681373655796051,6.575260000000001,0.32942891120910645,BNU_1,2000,0025892_session_1,rest_1_rest,0.028,0.091,0.0,0.008,-0.0,0.059,0.35100000000000003,0.026000000000000002,0.0459,0.0299,0.1057,0.015,0.0778,-0.000892,0.001201,4.9e-05,0.000267,0.000446,-0.001257,0.127,0.1568,0.0317,0.12300000000000001,0.0655,0.1401,0.061096,0.056517,0.007634,0.033071,0.029653,0.058395,0.0928,0.0,0.3046,0.1365,0.0,17.9961,2.5484,BNU_1
0025893_session_2_scan_rest_1_rest,0.6309686279855669,0.6708574492949992,0.7252512965351343,4.06827,0.6380214510960202,0.09579893946647644,0.14416944980621338,0.19796427190303797,11.1606,0.11284060031175612,0.29660582542419434,0.4825398921966553,0.6497997283935546,6.1029599999999995,0.30771151185035706,BNU_1,2000,0025893_session_2,rest_1_rest,0.012,0.05,0.0,0.006,-0.001,0.08900000000000001,1.026,0.0337,0.0618,0.0534,0.0869,0.0468,0.1039,0.003348,0.00037,0.003367,-0.0008900000000000002,0.002565,-0.001829,0.4321,0.1506,0.3884,0.1695,0.2693,0.2046,0.196826,0.065716,0.180756,0.058266,0.142306,0.09654,0.0732,1.0,0.2705,0.1162,0.4975,17.3647,1.7965,BNU_1
0025893_session_1_scan_rest_1_rest,0.6244219243526459,0.6674855053424835,0.7213149815797806,4.06275,0.6336836075660776,0.09624221920967102,0.1462182104587555,0.2062560498714447,11.3339,0.11518532037734985,0.2722925543785095,0.4631289169192314,0.6349803805351257,6.15062,0.2912284135818481,BNU_1,2000,0025893_session_1,rest_1_rest,0.019,0.086,0.0,0.005,-0.001,0.14800000000000002,0.586,0.0256,0.0718,0.0338,0.0882,0.0604,0.1131,0.000154,0.001805,0.000129,-0.001388,-0.001622,-0.0017350000000000002,0.0449,0.2157,0.0533,0.2008,0.22899999999999998,0.2024,0.014451,0.05986,0.013591999999999998,0.061549,0.08738,0.066012,0.0793,5.0,0.2816,0.1351,2.4876,16.6933,2.1738,BNU_1
0025894_session_2_scan_rest_1_rest,0.6330899724271148,0.6831648855004461,0.7439701370894909,4.32263,0.6410606320184619,0.12341026961803435,0.18654747307300568,0.24715763628482826,11.6684,0.14064449071884155,0.403066411614418,0.5795268416404724,0.7260815501213074,6.36095,0.3834159970283508,BNU_1,2000,0025894_session_2,rest_1_rest,0.02,0.104,1.0,0.006,-0.0,0.113,0.383,0.0287,0.0653,0.0256,0.1016,0.0358,0.0748,0.000258,-0.000191,0.00032,-0.000752,-8.6e-05,-0.001704,0.0668,0.0813,0.0674,0.2626,0.08900000000000001,0.2176,0.022086,0.022278,0.027817,0.061438,0.021245,0.07639800000000001,0.0897,3.0,0.2995,0.1501,1.4925,24.9576,2.3525,BNU_1
0025894_session_1_scan_rest_1_rest,0.6355549646541476,0.6847139121964574,0.7408955665305257,4.132219999999999,0.64622011047959,0.1236722357571125,0.18614962697029114,0.2526622831821442,11.7353,0.1420585960149765,0.434813916683197,0.6240241527557373,0.7655884683132173,6.43024,0.4086331427097321,BNU_1,2000,0025894_session_1,rest_1_rest,0.019,0.078,0.0,0.009000000000000001,-0.0,0.125,0.514,0.0348,0.0708,0.0356,0.1439,0.0728,0.1262,0.000308,-0.001045,-0.001618,-0.000515,0.000551,-0.000898,0.0598,0.1338,0.1937,0.1689,0.111,0.1202,0.01952,0.036093,0.068948,0.065447,0.034949,0.038181,0.1109,18.0,0.33299999999999996,0.1925,8.9552,19.7218,2.7974,BNU_1
0025895_session_2_scan_rest_1_rest,0.6306099812500179,0.6695802609901875,0.7191787988413125,3.8897,0.6369786459628557,0.099437914788723,0.1456163413822651,0.2021907866001129,11.0443,0.11682015657424928,0.3424265682697296,0.5261113643646239,0.6960675716400146,6.3951199999999995,0.34726253151893616,BNU_1,2000,0025895_session_2,rest_1_rest,0.036000000000000004,0.2,11.0,0.004,-0.002,0.284,0.8440000000000001,0.0214,0.1519,0.0321,0.1092,0.024,0.4223,0.000767,-0.001134,-0.0004280000000000001,0.002347,0.000842,-0.001094,0.1002,0.276,0.0874,0.4053,0.121,0.27,0.043277,0.078863,0.031820999999999995,0.139401,0.032098,0.06730900000000001,0.1411,43.0,0.3756,0.2425,21.393,19.8103,5.5473,BNU_1
0025895_session_1_scan_rest_1_rest,0.6208518908824772,0.6581708570010961,0.6954898231197149,3.69153,0.6244439586444854,0.10433132201433183,0.14469243586063385,0.1911701023578644,10.5142,0.11625276505947113,0.3558365404605865,0.5363813042640686,0.688614547252655,6.42815,0.35270723700523376,BNU_1,2000,0025895_session_1,rest_1_rest,0.031,0.21600000000000005,11.0,0.005,0.001,0.394,0.7170000000000001,0.1045,0.1507,0.0415,0.1832,0.0507,0.3819,-0.000243,-0.00022200000000000006,-0.001242,0.000174,-0.000177,-0.000149,0.0872,0.193,0.1694,0.3858,0.1007,0.2303,0.020855,0.032806,0.06059,0.055241,0.030381,0.052284,0.1145,21.0,0.3383,0.2182,10.4478,18.9276,4.047,BNU_1
0025896_session_2_scan_rest_1_rest,0.6314517518039793,0.6706945160403848,0.7206398523412645,3.9213699999999996,0.6371396424568798,0.09449543803930284,0.13542532548308372,0.18828093409538268,11.0459,0.11011267453432083,0.3326905071735382,0.5050230026245117,0.6694873929023745,5.96895,0.3357985913753509,BNU_1,2000,0025896_session_2,rest_1_rest,0.021,0.108,1.0,0.004,-0.0,0.199,0.912,0.0239,0.1087,0.0241,0.113,0.0253,0.1714,0.0005059999999999999,-0.002545,0.001099,0.004466,0.001882,-6.4e-05,0.0605,0.29600000000000004,0.1388,0.4819,0.21600000000000003,0.087,0.033406,0.116903,0.070359,0.217466,0.111653,0.025194,0.0673,2.0,0.2593,0.1139,0.995,19.8413,1.9651,BNU_1
0025896_session_1_scan_rest_1_rest,0.6416248166933656,0.6887498032301664,0.7503747856244445,4.04528,0.652117570999947,0.1117662712931633,0.16694414615631106,0.22544199228286746,11.4156,0.12920868396759033,0.3782967925071716,0.5626689344644547,0.7246772050857544,6.49411,0.3764225542545319,BNU_1,2000,0025896_session_1,rest_1_rest,0.017,0.063,0.0,0.005,-0.001,0.124,0.626,0.0268,0.0388,0.0722,0.0613,0.0761,0.0896,-0.000603,-0.001197,-9e-05,0.003115,0.000587,-0.000666,0.0886,0.1836,0.0619,0.3342,0.1047,0.1307,0.045188,0.089625,0.036553,0.15125999999999998,0.033661,0.048445,0.0601,0.0,0.2451,0.0992,0.0,19.6926,1.555,BNU_1
0025897_session_2_scan_rest_1_rest,0.6367615796625614,0.6801771419122815,0.7308286312036216,4.00836,0.6431999511927711,0.11256475001573564,0.1670924872159958,0.2299369275569916,12.0977,0.13077062368392944,0.3875622451305389,0.5752419233322144,0.746794503927231,6.76757,0.3807133138179779,BNU_1,2000,0025897_session_2,rest_1_rest,0.025,0.112,1.0,0.005,0.0,0.16399999999999998,0.536,0.0298,0.0675,0.0269,0.0425,0.0364,0.1161,-0.001169,0.00021,-0.000837,0.001295,-0.001318,-0.0022010000000000003,0.16899999999999998,0.0793,0.1165,0.1862,0.1698,0.3714,0.077185,0.019917,0.025303,0.066813,0.035603,0.12675899999999998,0.0667,1.0,0.2582,0.1145,0.4975,14.7672,1.7933,BNU_1
0025897_session_1_scan_rest_1_rest,0.6302660971414298,0.6770858643576503,0.7311086726840585,4.10292,0.6397702599364433,0.12326227128505708,0.18108639121055606,0.24522638022899634,11.5096,0.14061926305294034,0.4501587748527527,0.6281498968601227,0.7717805802822113,6.46868,0.4186670780181885,BNU_1,2000,0025897_session_1,rest_1_rest,0.009000000000000001,0.04,0.0,0.005,-0.001,0.145,0.627,0.0444,0.0986,0.0825,0.0438,0.0757,0.1132,-0.001173,-0.001254,-0.002121,-8.2e-05,-0.002439,-0.000595,0.1496,0.2463,0.2653,0.0627,0.2999,0.0765,0.047727,0.089331,0.091496,0.018667,0.104026,0.020488,0.0663,1.0,0.2576,0.1193,0.4975,16.5688,1.7112,BNU_1
0025898_session_2_scan_rest_1_rest,0.6478853083681315,0.6939099477604032,0.747015300905332,4.22612,0.6537157040483055,0.10983619838953018,0.1678657829761505,0.23268536031246195,11.6852,0.12892785668373108,0.3654700815677643,0.5542482733726501,0.7100575566291809,6.42744,0.3596934676170349,BNU_1,2000,0025898_session_2,rest_1_rest,0.015,0.08,0.0,0.006,-0.0,0.115,0.365,0.0427,0.0444,0.04,0.0971,0.046,0.1668,-0.00034,-0.000246,0.001009,-0.000523,0.001529,-0.000912,0.0466,0.1097,0.1099,0.1596,0.1664,0.1718,0.016468,0.029252,0.048474,0.040445,0.072555,0.048012,0.0895,4.0,0.2992,0.1527,1.99,15.645999999999999,2.1469,BNU_1
0025898_session_1_scan_rest_1_rest,0.643204627558589,0.6953563541173935,0.747508080676198,4.23016,0.6495110564367971,0.12216926366090775,0.18734950572252276,0.25596633553504944,11.9742,0.14326557517051694,0.3905025124549866,0.5912949442863464,0.7534716963768004,6.79795,0.38584104180336,BNU_1,2000,0025898_session_1,rest_1_rest,0.023,0.08800000000000001,0.0,0.006,-0.0,0.254,0.425,0.0502,0.1656,0.0365,0.0566,0.0606,0.1294,-0.0004940000000000001,0.0008539999999999999,5.7e-05,4e-05,0.0008880000000000002,-0.001341,0.0838,0.222,0.0568,0.0997,0.1565,0.1699,0.02545,0.080074,0.016373,0.024781,0.068119,0.056348,0.0759,1.0,0.2755,0.1289,0.4975,17.3746,2.0597,BNU_1
0025899_session_2_scan_rest_1_rest,0.6370223648846149,0.6840751531999558,0.7419862772803754,4.22626,0.6459919848548897,0.10688968747854233,0.16052399575710294,0.21798970997333528,11.2642,0.1250583678483963,0.35535919666290283,0.5302733778953552,0.6898120403289796,6.23106,0.3538274168968201,BNU_1,2000,0025899_session_2,rest_1_rest,0.023,0.101,1.0,0.005,-0.001,0.13,0.588,0.038,0.0553,0.031,0.0649,0.046,0.09300000000000001,-0.000667,-7.3e-05,-0.000396,-0.001602,0.000487,-0.003093,0.1629,0.1281,0.1165,0.2779,0.1325,0.366,0.03631,0.057484,0.04109,0.089181,0.03366,0.106043,0.07200000000000001,0.0,0.2683,0.1115,0.0,20.6962,1.8723,BNU_1
0025899_session_1_scan_rest_1_rest,0.6280712995212525,0.6758194100111723,0.7309133836533874,4.34109,0.6379097862065127,0.1060159094631672,0.16539203003048894,0.2318555995821953,11.8892,0.12740881741046906,0.3221870064735413,0.5107883214950562,0.6713101267814636,6.27268,0.3309614658355713,BNU_1,2000,0025899_session_1,rest_1_rest,0.023,0.083,0.0,0.004,-0.0,0.098,0.371,0.0225,0.0325,0.02,0.1064,0.0366,0.0743,0.000209,-0.000563,-0.000214,0.000333,-1.9e-05,-0.001181,0.1022,0.0978,0.0519,0.1743,0.1178,0.1491,0.032446,0.030076,0.01216,0.045923,0.033211000000000004,0.060678,0.0681,0.0,0.2609,0.1029,0.0,22.4803,1.9063,BNU_1
0025900_session_2_scan_rest_1_rest,0.6533250138163567,0.7136865640059114,0.7669467553496361,4.27096,0.6632341043162996,0.1285615712404251,0.1943986602127552,0.2594965279102325,11.4445,0.14647479355335236,0.4469811022281647,0.6399562954902649,0.7815760672092439,6.54175,0.4275572299957275,BNU_1,2000,0025900_session_2,rest_1_rest,0.022,0.079,0.0,0.005,-0.001,0.394,0.723,0.021,0.2829,0.0274,0.17,0.039,0.129,-0.000824,0.00114,-0.000684,-0.001825,-0.00108,-0.002656,0.1101,0.32299999999999995,0.0704,0.2988,0.1269,0.3248,0.041722,0.04347,0.026471,0.109803,0.052338,0.118237,0.0841,3.0,0.29,0.14,1.4925,16.6276,2.1864,BNU_1
0025900_session_1_scan_rest_1_rest,0.6448463462293148,0.6988837495446205,0.7529211528599262,4.12504,0.6544469109072242,0.11520198732614514,0.17365026473999026,0.23078820407390585,11.2818,0.13151146471500394,0.413055956363678,0.6108548045158386,0.7629227638244629,6.739560000000001,0.40352001786232,BNU_1,2000,0025900_session_1,rest_1_rest,0.02,0.059,0.0,0.004,-0.001,0.071,0.35600000000000004,0.0438,0.0443,0.0128,0.0426,0.0913,0.0726,0.000196,0.000116,-0.00011,-0.001249,0.000181,-0.002178,0.055,0.0455,0.0246,0.2167,0.0996,0.2542,0.00729,0.014624000000000003,0.006335,0.088765,0.008422,0.090667,0.0577,0.0,0.2401,0.0877,0.0,14.6714,1.7304,BNU_1
0025901_session_2_scan_rest_1_rest,0.621237033046782,0.6626528352499008,0.7075199543032795,3.83881,0.6287526899762639,0.0977097898721695,0.14966055750846866,0.2091598376631737,11.3111,0.11723367869853972,0.35717034339904785,0.5545436143875122,0.7308348536491392,6.61643,0.36137655377388,BNU_1,2000,0025901_session_2,rest_1_rest,0.022,0.135,2.0,0.006,-0.001,0.165,0.6829999999999999,0.0275,0.0524,0.0414,0.0558,0.0407,0.139,-0.0004940000000000001,0.0034770000000000005,-0.000891,-0.000362,-0.000154,-0.000231,0.1362,0.4177,0.142,0.09300000000000001,0.149,0.1779,0.04791,0.153628,0.043948,0.029439,0.036999,0.039237,0.0755,1.0,0.2747,0.1216,0.4975,20.4638,2.0635,BNU_1
0025901_session_1_scan_rest_1_rest,0.6177068222314119,0.6522155832499266,0.6936260964721441,3.6311,0.6224760357009795,0.09035050868988036,0.13530274108052254,0.19433823078870774,11.6776,0.10876088589429857,0.2963137626647949,0.4745752811431885,0.6387903690338135,6.750189999999999,0.30829301476478577,BNU_1,2000,0025901_session_1,rest_1_rest,0.017,0.09,0.0,0.005,0.0,0.093,0.228,0.0195,0.054000000000000006,0.0398,0.0613,0.0338,0.1556,0.00043,0.000334,2.2e-05,0.000601,0.00024900000000000004,-0.000268,0.1009,0.0745,0.0583,0.1034,0.0657,0.1016,0.039455,0.019906,0.024888,0.036608,0.019359,0.025818,0.0707,0.0,0.2659,0.1095,0.0,18.1908,1.9562,BNU_1
0025902_session_2_scan_rest_1_rest,0.6189316399395466,0.6540982103906572,0.6927814378868788,3.71706,0.6208500640107073,0.09122850745916368,0.13713353872299194,0.1925064504146576,11.4513,0.1091734543442726,0.3095525503158569,0.4843987300992012,0.6477103233337402,6.2983,0.31728440523147583,BNU_1,2000,0025902_session_2,rest_1_rest,0.033,0.112,1.0,0.005,-0.001,0.11,0.5710000000000001,0.0419,0.0418,0.0198,0.1165,0.0378,0.1069,0.000363,0.001128,-0.001604,0.000556,-0.002279,-0.000939,0.0757,0.1365,0.1986,0.1918,0.2627,0.1382,0.037184,0.052905,0.065108,0.07174900000000001,0.109536,0.045427,0.1099,5.0,0.3315,0.171,2.4876,20.4908,2.9202,BNU_1
0025902_session_1_scan_rest_1_rest,0.6099551590159535,0.6438415567390621,0.6777279544621706,3.3956,0.6119472766991139,0.08577530086040497,0.12767978385090828,0.17832319438457495,11.2373,0.10192801803350447,0.28471726179122925,0.4632599055767059,0.6409809231758119,6.37974,0.3013652563095093,BNU_1,2000,0025902_session_1,rest_1_rest,0.036000000000000004,0.09,0.0,0.005,-0.002,0.08900000000000001,0.868,0.0298,0.0286,0.0273,0.0753,0.0479,0.1026,-0.000547,0.001372,-0.001203,0.003191,-0.001165,-0.00287,0.0982,0.1772,0.1713,0.4721,0.1874,0.3147,0.039596,0.086912,0.071841,0.143473,0.069561,0.134168,0.0928,0.0,0.3046,0.1395,0.0,18.5338,2.7651,BNU_1
0025903_session_2_scan_rest_1_rest,0.6361153908073902,0.6808153912425041,0.7255153916776179,3.9434400000000003,0.6411002065707021,0.09487282112240793,0.1409204602241516,0.19604376703500748,11.2222,0.1115005537867546,0.327077716588974,0.5191717147827148,0.6871079802513123,6.1336,0.3349783420562744,BNU_1,2000,0025903_session_2,rest_1_rest,0.017,0.096,0.0,0.005,0.0,0.131,0.398,0.0112,0.0804,0.0286,0.0615,0.0264,0.1339,0.000476,-0.000237,-0.0004190000000000001,-0.001129,-0.000281,-0.001219,0.0529,0.0833,0.0974,0.1829,0.0731,0.1759,0.022569,0.020855,0.021859,0.058217999999999985,0.022214,0.060984,0.0642,2.0,0.2533,0.1083,0.995,15.763,1.6478,BNU_1
0025903_session_1_scan_rest_1_rest,0.6246072119101882,0.6632065339945257,0.7088239146396518,3.84155,0.6288791707011971,0.09622074663639067,0.14755456894636154,0.20894155651330956,11.6899,0.11596835404634474,0.3234821856021881,0.5175061821937561,0.68865966796875,6.3711400000000005,0.33550143241882324,BNU_1,2000,0025903_session_1,rest_1_rest,0.015,0.045,0.0,0.004,-0.0,0.054000000000000006,0.301,0.01,0.0381,0.015,0.0587,0.0146,0.0492,0.000149,-0.000314,-0.0004480000000000001,-0.001031,3.2e-05,-0.0015630000000000002,0.0237,0.0426,0.0574,0.162,0.0202,0.1908,0.006340999999999999,0.014522,0.027049,0.07244600000000001,0.005186,0.070844,0.0561,0.0,0.2368,0.0844,0.0,18.4431,1.4627,BNU_1
0025904_session_2_scan_rest_1_rest,0.6304043866693974,0.6733865039423108,0.7271141505334526,4.00609,0.6383713972477396,0.11228719353675842,0.15828970819711685,0.20998965799808497,11.0524,0.1261395364999771,0.3458375930786133,0.5028989613056183,0.6452361404895786,6.48726,0.33955588936805725,BNU_1,2000,0025904_session_2,rest_1_rest,0.064,0.155,35.0,0.008,0.0,0.229,0.831,0.0341,0.09699999999999999,0.052000000000000005,0.0779,0.0503,0.1603,0.000196,-0.002487,0.000695,0.0015949999999999998,-0.000254,-0.003751,0.0774,0.2987,0.1864,0.2659,0.1049,0.4563,0.02413,0.100373,0.045725,0.08203099999999999,0.026645,0.162036,0.1315,14.0,0.3627,0.1953,6.9652,19.0588,4.1585,BNU_1
0025904_session_1_scan_rest_1_rest,0.6350149656645954,0.6813924631569535,0.7313374604564159,3.9204199999999996,0.6430111380054044,0.10969637334346773,0.15331877768039706,0.2021754771471024,10.6976,0.12269657105207445,0.3442647457122803,0.5017713308334351,0.6447211623191833,6.44735,0.3378031253814697,BNU_1,2000,0025904_session_1,rest_1_rest,0.046,0.124,11.0,0.006999999999999999,0.0,0.172,0.6579999999999999,0.0369,0.055999999999999994,0.024,0.0554,0.0263,0.1373,-0.0008619999999999999,-0.002045,-0.00118,0.0008060000000000001,0.000433,-0.001538,0.1281,0.282,0.1614,0.11,0.0605,0.2086,0.027825,0.104133,0.054657,0.028086,0.020547,0.080135,0.1132,0.0,0.3365,0.1662,0.0,17.067999999999998,3.6859,BNU_1
0025905_session_2_scan_rest_1_rest,0.6335378633812071,0.6790405828505754,0.7315437206998467,3.8649400000000003,0.6424023570493373,0.10816365480422974,0.16411632299423218,0.2229412227869034,11.6286,0.12584194540977478,0.3891225755214691,0.5992063879966736,0.7624601125717165,6.3539699999999995,0.3860182762145996,BNU_1,2000,0025905_session_2,rest_1_rest,0.024,0.062,0.0,0.006999999999999999,-0.001,0.068,0.66,0.0344,0.1265,0.0592,0.1436,0.0649,0.0838,0.000184,0.000802,-0.000223,-0.000402,-0.00264,-0.003865,0.0648,0.1098,0.0652,0.1569,0.2724,0.4844,0.022263,0.044911,0.023335,0.044591000000000006,0.17030499999999998,0.20006,0.0955,7.0,0.309,0.1519,3.4826,19.9247,2.5797,BNU_1
0025905_session_1_scan_rest_1_rest,0.6327701932750642,0.6787255704402924,0.7282159766182303,4.039540000000001,0.6412787063944538,0.0993664562702179,0.14748108386993408,0.20318302512168884,11.6504,0.11574210226535794,0.3639542460441589,0.5551564395427704,0.7057720780372619,6.31269,0.360737144947052,BNU_1,2000,0025905_session_1,rest_1_rest,0.017,0.093,0.0,0.005,0.001,0.157,0.616,0.0274,0.0615,0.0246,0.115,0.0418,0.0682,-0.000962,-0.001538,-0.000843,0.000133,-0.0006389999999999999,-0.000505,0.1295,0.2885,0.0925,0.1524,0.0891,0.1032,0.061412,0.103186,0.052279999999999986,0.058841,0.04738,0.02849,0.0665,3.0,0.2579,0.10800000000000001,1.4925,15.2765,1.9195,BNU_1
0025906_session_2_scan_rest_1_rest,0.6447677230462432,0.7003511474467814,0.7633456951007247,4.6748199999999995,0.6570332302600808,0.0998404622077942,0.15560045838356018,0.22371582984924332,12.0349,0.12119536846876144,0.3191211521625519,0.5056192278862001,0.6788180828094489,6.338019999999999,0.32768726348876953,BNU_1,2000,0025906_session_2,rest_1_rest,0.029,0.103,1.0,0.009000000000000001,-0.004,0.183,1.38,0.0516,0.1524,0.0689,0.1248,0.1012,0.1225,-0.0008289999999999999,-0.002596,-0.004225,0.000126,-0.004379999999999999,-0.002668,0.1528,0.4239,0.622,0.2259,0.6068,0.3635,0.04262,0.096038,0.196629,0.042959,0.231806,0.135255,0.1335,12.0,0.3653,0.1948,5.9701,15.6804,3.9549,BNU_1
0025906_session_1_scan_rest_1_rest,0.6347278773318976,0.6782520746346563,0.7326573212631047,4.172,0.6426973572982198,0.0998830944299698,0.15374509990215302,0.21488359570503235,11.7282,0.12015793472528458,0.3527187407016754,0.5404883027076721,0.7017894625663758,6.2199,0.35272741317749023,BNU_1,2000,0025906_session_1,rest_1_rest,0.05,0.21600000000000005,9.0,0.009000000000000001,-0.002,0.202,0.6970000000000001,0.0422,0.0573,0.0594,0.2104,0.0508,0.2069,-0.000254,0.001245,-0.001386,-0.000429,-0.000937,-0.002659,0.0733,0.2307,0.1826,0.3363,0.1564,0.3747,0.025661,0.075463,0.053039,0.055475,0.033052,0.130934,0.1548,33.0,0.3935,0.2345,16.4179,18.445,4.6675,BNU_1
0025907_session_2_scan_rest_1_rest,0.6316857910715044,0.6802770057693124,0.7392806236166507,4.19667,0.6391814918800249,0.12233273684978485,0.19049933552742004,0.2647279679775238,11.7776,0.14374591410160065,0.4399895966053009,0.6399666965007782,0.7776440382003784,6.33182,0.414542943239212,BNU_1,2000,0025907_session_2,rest_1_rest,0.071,0.193,46.0,0.011,-0.003,0.179,1.212,0.0806,0.1078,0.1128,0.1699,0.0951,0.1974,-0.002997,0.000435,-0.000181,-0.000248,0.000382,-0.004022,0.4671,0.1088,0.0833,0.1243,0.2454,0.5372,0.118808,0.033152,0.041044,0.041153,0.050384,0.18,0.1956,101.0,0.4423,0.2872,50.2488,22.1574,6.0589,BNU_1
