uid,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean,site_x,tr,Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson,site_y
0025554_session_1_scan_rest_2_rest,0.6297610583715141,0.6801419430412352,0.7377200969494879,4.29744,0.6394675433030843,0.12013940885663033,0.18190912157297132,0.2467276021838188,12.3501,0.13773757219314575,0.4047241508960724,0.5973770171403885,0.7451222598552705,6.51705,0.3869253695011139,IPCAS_3,2000,0025554_session_1,rest_2_rest,0.025,0.104,1.0,0.005,0.0,0.149,0.321,0.0284,0.0659,0.0294,0.1648,0.0292,0.0997,-0.000226,0.000692,-0.00015,-0.000697,-0.00024,-2.2e-05,0.0592,0.098,0.0693,0.1804,0.0599,0.0853,0.016326,0.040787,0.015118,0.071556,0.01821,0.027586000000000003,0.1151,14.0,0.3392,0.1885,7.7348,20.5012,3.0715,IPCAS_3
0025554_session_1_scan_rest_1_rest,0.6351503627374768,0.6851060092449188,0.7421981766819954,4.5429699999999995,0.6431304266924295,0.11287371814250945,0.17719751596450806,0.2403355896472931,12.3484,0.1313689798116684,0.369498610496521,0.5665891617536545,0.7302749693393707,6.3986,0.3638161718845368,IPCAS_3,2000,0025554_session_1,rest_1_rest,0.029,0.115,1.0,0.008,0.0,0.155,1.127,0.0725,0.063,0.0264,0.0766,0.0957,0.1461,-0.000331,0.004722,0.000366,-0.002623,-6.4e-05,-0.002059,0.1275,0.4874,0.086,0.3874,0.0995,0.3365,0.041986,0.226373,0.016062,0.192867,0.025613,0.109954,0.1124,6.0,0.3352,0.1673,3.3149,20.0868,3.3695,IPCAS_3
0025555_session_1_scan_rest_1_rest,0.6280158122535795,0.6746684154495597,0.7284983422141522,4.104030000000001,0.6332120126310957,0.10980330780148506,0.16596504673361778,0.22712551355361935,12.3659,0.12645551562309265,0.35304102301597595,0.5458860993385315,0.7081057429313663,6.22967,0.3505981862545013,IPCAS_3,2000,0025555_session_1,rest_1_rest,0.033,0.127,2.0,0.01,-0.0,0.141,0.594,0.0611,0.1815,0.0631,0.3483,0.0803,0.3751,0.0017760000000000005,0.000946,-0.001164,-0.0017629999999999996,0.001008,-0.00115,0.1678,0.1191,0.1688,0.2179,0.1462,0.2775,0.075227,0.041203,0.047751,0.100734,0.041452,0.067992,0.1056,8.0,0.325,0.1911,4.4199,21.5693,2.6809,IPCAS_3
0025555_session_1_scan_rest_2_rest,0.6481165541335939,0.701532753650099,0.754948953166604,3.8752199999999997,0.6540321662237849,0.16343742609024048,0.22371549159288406,0.2836069136857986,11.9138,0.17122501134872434,0.5533958077430725,0.7190115451812744,0.823543131351471,6.30071,0.4878867864608765,IPCAS_3,2000,0025555_session_1,rest_2_rest,0.081,1.324,17.0,0.016,-0.006,1.475,1.922,0.1463,0.2588,0.0856,1.2561,0.2436,0.9356,-0.000638,-0.001373,0.0017460000000000002,0.006693999999999999,-1.8e-05,0.000685,0.1451,0.2892,0.2363,1.2544,0.2094,0.9964,0.027036,0.070437,0.052569000000000005,0.295021,0.042506,0.041042,0.1984,32.0,0.4454,0.4847,17.6796,25.5345,5.3355,IPCAS_3
0025556_session_1_scan_rest_2_rest,0.6470868643373251,0.7046056967228651,0.7657194561325014,4.45352,0.6571780761945581,0.13621068000793454,0.20405396819114685,0.27132296562194824,12.1009,0.15276235342025754,0.4860029816627502,0.6579774618148804,0.789108157157898,6.45291,0.4399406015872955,IPCAS_3,2000,0025556_session_1,rest_2_rest,0.021,0.112,1.0,0.009000000000000001,-0.001,0.406,0.5589999999999999,0.0423,0.1854,0.0515,0.127,0.0793,0.1361,-0.000416,0.000489,0.000162,-0.001317,-0.000699,-0.000405,0.1073,0.2455,0.1273,0.2013,0.1022,0.1252,0.031154,0.055991999999999986,0.029604,0.066384,0.042505,0.022926,0.0911,8.0,0.3019,0.158,4.4199,15.4456,2.2269,IPCAS_3
0025556_session_1_scan_rest_1_rest,0.643566241953522,0.6977993522305042,0.7592635438777506,4.5612900000000005,0.6533107097484014,0.11036919057369232,0.16820122301578522,0.22954514175653454,11.7223,0.12777070701122284,0.3973603546619415,0.5974723100662231,0.7512706160545349,6.35652,0.3843536972999573,IPCAS_3,2000,0025556_session_1,rest_1_rest,0.016,0.067,0.0,0.01,-0.002,0.247,1.977,0.04,0.1159,0.0467,0.0713,0.0463,0.0779,0.003021,-0.010124,-0.0007700000000000001,0.0013449999999999998,0.001696,0.001444,0.344,0.9632,0.1472,0.2167,0.2381,0.1818,0.124282,0.405144,0.028923,0.056943,0.103172,0.06488300000000001,0.0915,5.0,0.3024,0.1504,2.7624,15.9438,1.9397,IPCAS_3
0025557_session_1_scan_rest_1_rest,0.6483833056408912,0.7056989569682628,0.7594323800876737,4.4223099999999995,0.6580720202690101,0.149644136428833,0.21920497715473172,0.28620112538337705,12.4201,0.16449382901191711,0.5264169573783875,0.6908906549215317,0.8097386360168457,6.20596,0.4694952666759491,IPCAS_3,2000,0025557_session_1,rest_1_rest,0.02,0.107,1.0,0.008,-0.003,0.226,0.893,0.0709,0.1164,0.04,0.2305,0.0635,0.2706,0.001206,-0.001967,-0.000582,-0.000332,0.001873,3.3e-05,0.2101,0.3681,0.1124,0.2001,0.36200000000000004,0.1666,0.077984,0.126827,0.029269,0.068823,0.104288,0.050194,0.11199999999999999,19.0,0.3346,0.2089,10.4972,24.2493,3.2622,IPCAS_3
0025557_session_1_scan_rest_2_rest,0.6291952952742577,0.6786825656890869,0.7387742511928082,4.76762,0.636749049631201,0.12184173986315727,0.19584987685084346,0.27004612684249896,13.3096,0.14507262408733368,0.4193633794784546,0.5983498692512512,0.7441127777099608,6.2580599999999995,0.39495649933815,IPCAS_3,2000,0025557_session_1,rest_2_rest,0.019,0.119,1.0,0.005,-0.001,0.221,0.76,0.0454,0.0725,0.0327,0.1223,0.0515,0.07200000000000001,-0.000449,-0.000606,0.000315,0.001053,-0.000387,-1.7e-05,0.1423,0.2605,0.1112,0.3853,0.1683,0.0764,0.025311,0.076065,0.037994,0.103696,0.030566000000000006,0.022577,0.0661,1.0,0.2571,0.1141,0.5525,23.1446,1.7339,IPCAS_3
0025557_session_2_scan_rest_2_rest,0.6365312654525042,0.6959874825552106,0.755443699657917,4.68044,0.64367428530167,0.14819373935461044,0.2238282300531864,0.3023817420005798,12.1752,0.16655196249485016,0.5807513892650604,0.7547159940004349,0.8605705797672272,6.52475,0.508020281791687,IPCAS_3,2000,0025557_session_2,rest_2_rest,0.038,0.698,11.0,0.016,0.0,1.952,3.049,0.3088,1.3646,0.0508,1.2599,0.1757,0.6912,-0.0023120000000000003,-0.001811,0.00034,0.0016010000000000002,-0.00191,9.7e-05,0.5827,1.29,0.1237,0.9193,0.4394,0.6755,0.211942,0.139016,0.031909,0.183703,0.192172,0.058706,0.1732,31.0,0.4162,0.4142,17.1271,24.6103,3.9255,IPCAS_3
0025557_session_2_scan_rest_1_rest,0.6315085149835795,0.6809002424124628,0.7373479309026152,4.30543,0.6403757855310299,0.1079958900809288,0.17485295236110687,0.2445323705673217,12.8364,0.13026773929595947,0.4194099009037018,0.6152268648147583,0.7657210826873779,6.38638,0.4011792242527008,IPCAS_3,2000,0025557_session_2,rest_1_rest,0.02,0.105,2.0,0.008,-0.003,0.315,1.047,0.0578,0.1982,0.0468,0.2013,0.0626,0.2922,-0.002196,0.001132,-0.002349,0.002017,-0.004203,-0.002152,0.2667,0.2564,0.2562,0.2995,0.4908,0.2661,0.113821,0.054857,0.106203,0.101905,0.207076,0.114932,0.09300000000000001,11.0,0.305,0.1709,6.0773,22.7626,2.3676,IPCAS_3
0025558_session_1_scan_rest_2_rest,0.6300855136942118,0.6912938207387924,0.7669040823820978,4.842630000000001,0.6453777388226823,0.1243610568344593,0.19986382126808167,0.2730577886104584,12.9137,0.14532412588596344,0.4258902072906494,0.640110969543457,0.7848772406578064,6.65758,0.4048014581203461,IPCAS_3,2000,0025558_session_1,rest_2_rest,0.017,0.119,2.0,0.006,0.002,0.196,0.563,0.0543,0.0614,0.0733,0.1027,0.09300000000000001,0.0732,0.000288,6.500000000000001e-05,-0.001044,-0.000502,0.001102,-0.001284,0.1409,0.1161,0.1829,0.1458,0.2008,0.1458,0.043933,0.034026999999999995,0.037664,0.041937,0.060564,0.051432000000000005,0.076,4.0,0.2756,0.1379,2.2099,21.2085,1.7874,IPCAS_3
0025558_session_1_scan_rest_1_rest,0.6304740104824305,0.6884486321359873,0.7536700814962387,4.776590000000001,0.6422610733670768,0.10632973164319992,0.1737993359565735,0.2441428676247597,13.1156,0.12834812700748446,0.3363708555698395,0.5470371395349503,0.7127409696578978,6.5395900000000005,0.3393629789352417,IPCAS_3,2000,0025558_session_1,rest_1_rest,0.016,0.075,0.0,0.005,-0.0,0.13,0.7909999999999999,0.0229,0.0528,0.0217,0.0557,0.0264,0.0763,-0.001972,0.003486,-0.000319,-0.001179,-0.001458,-0.002811,0.2098,0.3655,0.0713,0.2166,0.179,0.3076,0.068442,0.123727,0.017838999999999997,0.068482,0.049562,0.101629,0.0571,0.0,0.239,0.0863,0.0,18.7539,1.4574,IPCAS_3
0025559_session_1_scan_rest_2_rest,0.6487550854217261,0.6989350367803127,0.7526992703787982,4.53238,0.6543380362416573,0.12177321687340735,0.1881522051990032,0.2537328690290451,12.4151,0.13969242572784424,0.3538685292005539,0.5576092004776001,0.7119030952453613,6.43518,0.3517827093601227,IPCAS_3,2000,0025559_session_1,rest_2_rest,0.012,0.056,0.0,0.004,0.001,0.207,0.341,0.0113,0.1383,0.0128,0.0639,0.0188,0.0374,0.00048,0.000466,-7.7e-05,-0.001541,0.00038,-0.000833,0.0512,0.1142,0.0247,0.1865,0.0615,0.1002,0.017569,0.029042,0.009136,0.075156,0.019712,0.031094,0.0397,1.0,0.1991,0.0639,0.5525,20.9999,0.8939,IPCAS_3
0025559_session_1_scan_rest_1_rest,0.6580984904430807,0.7156371562741697,0.7659834888763726,4.73883,0.6639426776287551,0.12103914469480515,0.19274653494358066,0.261525821685791,12.6907,0.1416153907775879,0.3412525951862335,0.5396022200584412,0.6976453542709351,6.08606,0.3419487476348877,IPCAS_3,2000,0025559_session_1,rest_1_rest,0.012,0.045,0.0,0.003,0.001,0.047,0.306,0.0136,0.0318,0.0171,0.0581,0.0171,0.1258,0.000151,-0.000263,-0.000198,-0.001084,-0.000456,-0.001552,0.0511,0.1114,0.0403,0.1396,0.0692,0.1539,0.012089,0.021322,0.018586,0.066381,0.013835,0.073409,0.0364,1.0,0.1908,0.0597,0.5525,19.939,0.9166,IPCAS_3
0025560_session_1_scan_rest_1_rest,0.6373378746211529,0.6871855296194553,0.7512753717601299,4.39885,0.6457454879534006,0.10766870528459548,0.17164349555969238,0.24246261715888975,12.2345,0.13044965267181394,0.4334651827812195,0.6282776594161987,0.7820342183113098,6.3913400000000005,0.41227841377258295,IPCAS_3,2000,0025560_session_1,rest_1_rest,0.052000000000000005,0.14400000000000002,16.0,0.006,-0.001,0.165,0.649,0.033,0.0742,0.0461,0.0665,0.0228,0.2298,0.000766,0.001517,0.001259,-0.0022010000000000003,0.001342,-0.000834,0.0835,0.2185,0.1294,0.2877,0.1297,0.2163,0.030841000000000007,0.101041,0.056548,0.119651,0.057603,0.091201,0.1493,42.0,0.3864,0.223,23.2044,20.5143,5.6116,IPCAS_3
0025560_session_1_scan_rest_2_rest,0.6413689269684255,0.6986979930661619,0.7631931924261153,4.55165,0.6534060615943682,0.11112818121910097,0.1829179748892784,0.26716126799583434,13.0724,0.13851667940616608,0.4436876773834229,0.6467390507459639,0.8199256062507629,6.559589999999999,0.4253465235233307,IPCAS_3,2000,0025560_session_1,rest_2_rest,0.045,0.114,4.0,0.008,-0.0,0.117,0.319,0.035,0.0586,0.0207,0.0569,0.018000000000000002,0.2449,0.000301,0.000374,-0.000745,-0.000977,-0.00031600000000000004,-0.000947,0.0396,0.1069,0.07,0.1574,0.036000000000000004,0.203,0.014561,0.049416,0.026349,0.071891,0.0075260000000000014,0.067224,0.1511,32.0,0.3887,0.2164,17.6796,20.9915,5.9332,IPCAS_3
0025561_session_1_scan_rest_2_rest,0.6393579852301627,0.7000791346654296,0.7679439487401396,4.478190000000001,0.6520542568813456,0.12551289796829224,0.20441576838493347,0.27993088960647583,12.5251,0.14745564758777618,0.40725040435791016,0.6326860636472702,0.7846455037593842,6.34955,0.3960850834846497,IPCAS_3,2000,0025561_session_1,rest_2_rest,0.023,0.104,1.0,0.004,0.0,0.126,0.238,0.0172,0.0486,0.0186,0.0575,0.021,0.263,-8.2e-05,0.00019,-0.00046,-0.000485,-0.000442,-0.000782,0.0292,0.0472,0.0573,0.0915,0.0763,0.1535,0.011642,0.014846000000000003,0.028912,0.032617,0.030095,0.038749,0.0817,2.0,0.2859,0.1224,1.105,19.1927,2.7816,IPCAS_3
0025561_session_1_scan_rest_1_rest,0.6402903590351343,0.7028474630787969,0.7764440560713409,4.7624,0.6517867864015053,0.11346592754125595,0.19470636546611786,0.27816857695579544,12.936,0.1412016600370407,0.3903535902500153,0.6154330670833588,0.7772988319396975,6.262519999999999,0.3786995708942413,IPCAS_3,2000,0025561_session_1,rest_1_rest,0.035,0.133,7.0,0.004,-0.001,0.09,0.653,0.0159,0.0465,0.0258,0.0531,0.0405,0.1379,0.000283,0.002978,-0.000593,0.00156,0.000256,-0.002633,0.0603,0.3102,0.0953,0.1721,0.0845,0.3165,0.02908,0.150427,0.032228,0.057172,0.023515,0.137747,0.0739,0.0,0.2719,0.1243,0.0,19.087,2.4530000000000003,IPCAS_3
0025561_session_2_scan_rest_1_rest,0.6231307692360133,0.6765419780276716,0.7406354285776615,4.48883,0.6332478723993217,0.10866585746407507,0.1855479441583157,0.26552340388298035,13.052,0.13468775153160095,0.3436112403869629,0.5570719242095947,0.7226351141929628,6.35025,0.3486565053462982,IPCAS_3,2000,0025561_session_2,rest_1_rest,0.028,0.16399999999999998,7.0,0.002,0.0,0.122,0.374,0.0151,0.0235,0.0135,0.0476,0.0195,0.1755,0.000126,0.0013039999999999998,-0.000106,-0.000143,0.00014,-0.001556,0.0329,0.1356,0.0349,0.092,0.0648,0.2153,0.013133,0.056146,0.013126,0.024905,0.012498,0.06421900000000001,0.0575,2.0,0.2397,0.1029,1.105,17.4582,1.9142,IPCAS_3
0025561_session_2_scan_rest_2_rest,0.6466946285218,0.7026249747723341,0.7585553210228682,4.36604,0.6531367421836501,0.12044386565685272,0.19747179746627808,0.27781516313552856,12.7005,0.14359262585639954,0.40456199645996094,0.6296176761388779,0.7748156785964966,6.12368,0.3889211416244507,IPCAS_3,2000,0025561_session_2,rest_2_rest,0.02,0.06,0.0,0.003,-0.0,0.098,0.177,0.0077,0.0378,0.0194,0.07400000000000001,0.0219,0.0901,-0.000123,-4.5e-05,-8.3e-05,-0.00031800000000000003,-0.000589,-0.000714,0.0227,0.0449,0.0214,0.1191,0.0806,0.0991,0.004686999999999999,0.011693,0.006573999999999999,0.042857,0.019904,0.029632,0.08,0.0,0.2828,0.1155,0.0,16.6805,2.6022,IPCAS_3
0025562_session_1_scan_rest_1_rest,0.634724332485348,0.6891292752698064,0.7471612142398953,4.42605,0.6458338162974356,0.10438930988311768,0.1623295098543167,0.2278309851884842,12.5633,0.12321797013282774,0.36141082644462585,0.5700551569461823,0.7398356199264526,6.55848,0.3613722026348114,IPCAS_3,2000,0025562_session_1,rest_1_rest,0.022,0.092,0.0,0.006999999999999999,-0.001,0.146,0.677,0.0419,0.0707,0.0128,0.0822,0.0195,0.0576,-0.00014199999999999998,0.0007019999999999999,-7.000000000000002e-06,-0.003763,-0.0008089999999999999,-0.001263,0.0344,0.1659,0.0558,0.4071,0.0905,0.2078,0.016676,0.04574,0.022971,0.203186,0.034182,0.069418,0.0672,1.0,0.2592,0.1027,0.5525,16.9905,1.4868,IPCAS_3
0025562_session_1_scan_rest_2_rest,0.6286100312136114,0.6769646489992738,0.7287731680553406,4.23917,0.6345289405221395,0.11085501313209534,0.1761084869503975,0.24286736100912096,12.9121,0.13092443346977234,0.4093927294015885,0.5942969918251038,0.7379514575004578,6.28601,0.3896667957305908,IPCAS_3,2000,0025562_session_1,rest_2_rest,0.019,0.065,0.0,0.006999999999999999,0.001,0.107,0.4,0.019,0.052000000000000005,0.0295,0.0549,0.025,0.0823,-3e-05,0.000729,0.000373,-0.001913,-4.9e-05,-0.000592,0.0265,0.1215,0.0437,0.2456,0.0431,0.10099999999999999,0.011683,0.046989,0.017478,0.099338,0.01559,0.043033,0.0706,0.0,0.2657,0.1035,0.0,18.4062,1.6331,IPCAS_3
0025562_session_2_scan_rest_2_rest,0.6331075478810817,0.6820771924685687,0.7366433678660618,4.5246,0.6390345711512799,0.1119944155216217,0.17901934683322904,0.2563928782939912,13.1197,0.13498210906982422,0.3775622844696045,0.5759714841842651,0.7410364270210266,6.52314,0.3723008036613464,IPCAS_3,2000,0025562_session_2,rest_2_rest,0.016,0.106,1.0,0.006,-0.002,0.221,0.772,0.0422,0.1722,0.0131,0.1076,0.0204,0.1322,-0.000903,0.003412,-0.000537,0.000517,-0.000674,-0.002119,0.10800000000000001,0.4148,0.0508,0.1698,0.0945,0.2119,0.043349,0.138266,0.026009,0.044776,0.021536000000000003,0.069833,0.0613,2.0,0.2476,0.1009,1.105,19.7613,1.3809,IPCAS_3
0025562_session_2_scan_rest_1_rest,0.6250964403152466,0.6748200207948685,0.7280952855944633,4.56425,0.6328258291063699,0.11239108815789224,0.17635640874505046,0.2443369925022125,12.8565,0.13256539404392242,0.3780612051486969,0.579751193523407,0.7377668619155884,6.74569,0.3725904226303101,IPCAS_3,2000,0025562_session_2,rest_1_rest,0.025,0.08,0.0,0.006,0.002,0.104,1.226,0.0307,0.0743,0.039,0.0878,0.0238,0.0839,-0.002094,0.006690000000000001,-0.000666,-0.000368,-0.001566,-0.003372,0.2161,0.6925,0.0811,0.1345,0.1544,0.3418,0.103379,0.284524,0.034216,0.043566,0.058346,0.127803,0.0731,1.0,0.2704,0.1123,0.5525,19.6847,1.9039,IPCAS_3
0025563_session_1_scan_rest_2_rest,0.6448124963790178,0.7008831482380629,0.7569538000971079,4.28669,0.654201772293254,0.12986771762371066,0.20058393478393555,0.2719539761543274,13.0987,0.1484925001859665,0.4615381360054016,0.6644841432571411,0.8075236678123474,6.86068,0.4330174028873444,IPCAS_3,2000,0025563_session_1,rest_2_rest,0.031,0.117,2.0,0.006,-0.001,0.19,0.479,0.0219,0.0651,0.0306,0.1408,0.0265,0.0756,-0.000791,0.001203,0.0006519999999999999,0.001467,-0.001387,-0.000922,0.1139,0.1524,0.0834,0.2323,0.1759,0.1179,0.030224,0.056526,0.050936,0.096488,0.050744,0.033314,0.0971,3.0,0.3116,0.1512,1.6575,20.9966,2.8916,IPCAS_3
0025563_session_1_scan_rest_1_rest,0.6475717986468226,0.7006514542736113,0.7572697536088526,4.15493,0.6553358081947757,0.1319884955883026,0.19323964416980746,0.25229790806770325,12.2574,0.1454222947359085,0.4415010511875153,0.6454423069953918,0.7988719940185547,6.76682,0.4226551949977875,IPCAS_3,2000,0025563_session_1,rest_1_rest,0.032,0.393,11.0,0.008,-0.001,0.479,1.125,0.1736,0.3143,0.1693,0.4705,0.106,0.2387,-0.0011710000000000002,0.003722,0.002048,0.001596,2.5e-05,-0.002339,0.3126,0.3771,0.2833,0.768,0.1618,0.2852,0.075951,0.141843,0.091958,0.105287,0.057049,0.093448,0.1102,17.0,0.332,0.248,9.3923,18.5948,2.7991,IPCAS_3
0025564_session_1_scan_rest_2_rest,0.6117780841886997,0.6523379571735859,0.6962778195738792,3.86265,0.6178643174271736,0.1076669953763485,0.1578698679804802,0.2189233928918839,11.9509,0.12558487057685852,0.3628804981708527,0.5430418252944946,0.6961767673492432,6.3307199999999995,0.3575761616230011,IPCAS_3,2000,0025564_session_1,rest_2_rest,0.02,0.131,1.0,0.013,-0.006999999999999999,0.235,1.997,0.1023,0.1526,0.1237,0.0832,0.1863,0.1133,0.001546,0.008646,-0.0026850000000000003,0.001103,0.001784,0.00259,0.1798,1.196,0.3822,0.25,0.2562,0.4023,0.082089,0.272927,0.089459,0.102191,0.100462,0.073334,0.1097,7.0,0.3313,0.1732,3.8674,19.7005,2.2734,IPCAS_3
0025564_session_1_scan_rest_1_rest,0.6173264612443745,0.6616648258641362,0.7128244773484766,4.0295,0.6222542397327708,0.12494244426488875,0.18525685369968412,0.245841920375824,11.8833,0.1413990706205368,0.4013279676437378,0.587399810552597,0.741824722290039,6.4806099999999995,0.3877233862876892,IPCAS_3,2000,0025564_session_1,rest_1_rest,0.022,0.095,0.0,0.011,-0.001,0.314,0.42,0.0594,0.2861,0.0921,0.091,0.0692,0.1482,-5.600000000000001e-05,8.9e-05,0.001209,-0.0016420000000000002,-0.001373,-0.000496,0.0691,0.2469,0.1786,0.1887,0.2054,0.1388,0.018451,0.043363,0.071399,0.080327,0.049447000000000005,0.037969,0.1076,6.0,0.32799999999999996,0.1731,3.3149,19.3535,2.4185,IPCAS_3
0025565_session_1_scan_rest_1_rest,0.6417591457720846,0.6955378451384604,0.7529017911292613,4.59882,0.6506367874645806,0.11381373926997185,0.17833669111132622,0.2489265859127045,12.5119,0.13500405848026276,0.3727502226829529,0.5805649757385254,0.7439907789230347,6.574889999999999,0.3661457896232605,IPCAS_3,2000,0025565_session_1,rest_1_rest,0.037000000000000005,0.139,5.0,0.005,0.0,0.091,0.393,0.0108,0.0418,0.0096,0.0524,0.0185,0.1465,-0.000339,-0.001849,-0.0004280000000000001,3.1e-05,0.000246,-0.00146,0.0417,0.2068,0.0497,0.0915,0.0314,0.2315,0.018996,0.092438,0.020681,0.024668,0.012462,0.06967999999999999,0.0862,1.0,0.2936,0.1227,0.5525,16.1905,3.0418,IPCAS_3
0025565_session_1_scan_rest_2_rest,0.6256224936805665,0.6786413490772247,0.7351947948336601,4.349880000000001,0.6347031757795479,0.14402669668197632,0.2136969193816185,0.2818409502506256,12.468,0.1591174453496933,0.4470380544662476,0.6453329920768738,0.7783376634120942,6.54042,0.4185130596160889,IPCAS_3,2000,0025565_session_1,rest_2_rest,0.043,0.984,13.0,0.009000000000000001,-0.004,1.49,2.202,0.1792,0.7305,0.2411,1.4324,0.0599,0.4233,0.000708,-0.001756,-0.002159,0.0012779999999999998,0.001775,-0.002689,0.1475,0.4909,0.514,1.3013,0.2509,0.35600000000000004,0.031452,0.045205,0.1129,0.087116,0.049432,0.043371,0.1463,26.0,0.3824,0.2927,14.3646,19.2149,4.2536,IPCAS_3
0025566_session_1_scan_rest_1_rest,0.6310400110669434,0.6818133452907205,0.7398400129750371,4.346369999999999,0.6411998433975283,0.108837328851223,0.16812711209058762,0.2295808106660843,12.6363,0.12674731016159058,0.35837700963020325,0.5472953915596008,0.7088155150413513,6.285769999999999,0.3543560206890106,IPCAS_3,2000,0025566_session_1,rest_1_rest,0.021,0.135,3.0,0.006999999999999999,-0.0,0.198,0.773,0.0473,0.2166,0.034,0.2525,0.0329,0.0885,0.000608,-0.002929,0.000925,0.002163,-0.000309,-0.003121,0.0789,0.2973,0.0989,0.2991,0.0519,0.311,0.026916,0.175629,0.044135,0.161644,0.020578,0.159746,0.0745,4.0,0.2729,0.1261,2.2099,19.4617,1.903,IPCAS_3
0025566_session_1_scan_rest_2_rest,0.6266495708841829,0.6711453984025866,0.7230571971740574,4.18096,0.6339273241748046,0.10934703052043916,0.1674303263425827,0.2257765650749207,12.7366,0.1263270229101181,0.346266508102417,0.5473646521568298,0.7204310655593873,6.4181099999999995,0.3495233654975891,IPCAS_3,2000,0025566_session_1,rest_2_rest,0.026,0.083,0.0,0.006,-0.001,0.105,0.336,0.0274,0.0846,0.0227,0.0947,0.0146,0.0811,-0.000451,-0.001216,0.000325,0.000313,-1e-06,-0.001236,0.0561,0.1673,0.0595,0.1265,0.0158,0.1587,0.02342,0.048564,0.020909,0.046869,0.004862,0.06489099999999999,0.085,0.0,0.2915,0.1295,0.0,19.3681,2.3129,IPCAS_3
0025567_session_1_scan_rest_1_rest,0.6447666217572987,0.7027231720276177,0.7643020066898316,4.84127,0.6545800221277254,0.1118798330426216,0.1756497472524643,0.2422292143106461,12.6095,0.13122396171092987,0.4237326085567473,0.6190634369850159,0.7652357220649719,6.39665,0.4007643759250641,IPCAS_3,2000,0025567_session_1,rest_1_rest,0.032,0.14,1.0,0.009000000000000001,-0.003,0.438,1.972,0.0509,0.2618,0.0364,0.1994,0.0221,0.135,-8.3e-05,0.010814,0.000851,-0.001889,0.001166,-0.007278,0.0736,1.1148,0.1337,0.2751,0.1114,0.736,0.020385,0.580426,0.030675,0.161271,0.081629,0.375131,0.0868,7.0,0.2947,0.1513,3.8674,18.2464,2.1968,IPCAS_3
0025567_session_1_scan_rest_2_rest,0.6438086167909205,0.6965798148885369,0.7528690928593278,4.48576,0.6506099796518507,0.12908989191055298,0.20081302523612976,0.26567304134368896,12.8919,0.1475951224565506,0.4634248614311218,0.6474345922470093,0.7787439227104187,6.32932,0.427710235118866,IPCAS_3,2000,0025567_session_1,rest_2_rest,0.043,0.429,12.0,0.015,-0.002,1.4469999999999998,1.695,0.2425,0.7491,0.133,0.4136,0.1793,0.3959,-0.001909,0.003121,0.000242,0.002069,-0.000784,-0.003039,0.2634,0.7169,0.1361,0.8073,0.1513,0.3642,0.07333200000000001,0.157907,0.031987,0.16928800000000002,0.030947,0.118719,0.1409,19.0,0.3753,0.3155,10.4972,21.3447,3.4078,IPCAS_3
0025567_session_2_scan_rest_1_rest,0.6578976567834616,0.716054355725646,0.7705762609839439,4.89118,0.6646303450841942,0.10788197070360184,0.16487914696335793,0.22573217004537585,12.0267,0.12502427399158478,0.3547250181436539,0.5568169951438904,0.7122878432273865,6.0062,0.34910497069358826,IPCAS_3,2000,0025567_session_2,rest_1_rest,0.027000000000000003,0.253,3.0,0.011,-0.009000000000000001,0.442,3.053,0.0412,0.3698,0.0381,0.2606,0.024,0.1697,-0.000207,-0.015432,-0.001344,-0.001818,0.001419,-0.007572,0.0434,1.9119,0.2061,0.4942,0.1773,0.9068,0.014141,0.688664,0.035632,0.146011,0.067221,0.312079,0.0931,6.0,0.3051,0.163,3.3149,19.3115,2.1928,IPCAS_3
