Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
2799329_session_1,rest_1400_1_rest,0.069,0.257,102.000,0.010,-0.001,0.472,1.105,0.060300,0.272200,0.129100,0.483900,0.079800,0.490900,0.000327,-0.000678,0.001138,-0.000091,0.000439,-0.000243,0.093800,0.380400,0.400800,0.355200,0.207800,0.329000,0.035072,0.073687,0.109154,0.068676,0.041805,0.082571,0.2761,267.0000,0.5255,0.4698,65.9259,31.0342,9.2850,
2842950_session_1,rest_1400_1_rest,0.114,0.477,196.000,0.017,-0.002,0.838,1.177,0.061400,0.256400,0.083100,0.573900,0.094800,0.428300,-0.000238,-0.001011,-0.000322,0.001047,-0.000231,-0.000829,0.158100,0.383100,0.141600,0.491600,0.106100,0.397800,0.028016,0.092136,0.022760,0.130126,0.026828,0.072848,0.3506,308.0000,0.5921,0.6055,76.0494,49.7956,11.6460,
3313349_session_1,rest_1400_1_rest,0.082,1.485,92.000,0.016,-0.002,1.774,2.461,0.185800,0.977300,0.316400,1.561200,0.278100,0.744500,-0.000899,0.000629,-0.000244,0.001233,-0.000326,-0.001400,0.424700,0.727400,0.352800,1.805500,0.300900,0.650300,0.121795,0.169987,0.093811,0.364155,0.082641,0.127738,0.2419,142.0000,0.4918,0.5712,35.0617,35.6441,6.8679,
3315657_session_1,rest_1400_1_rest,0.038,0.210,27.000,0.013,0.000,0.323,1.009,0.223700,0.237700,0.166400,0.224300,0.144700,0.226500,-0.000302,0.000198,0.000143,-0.000876,-0.000275,0.000564,0.318200,0.333700,0.196800,0.470000,0.129900,0.253000,0.061393,0.148158,0.023725,0.159938,0.033158,0.073343,0.1330,50.0000,0.3647,0.2252,12.3762,32.6662,3.2174,
3795193_session_1,rest_1400_1_rest,0.155,0.567,225.000,0.046,-0.002,1.420,2.541,0.094200,0.637000,0.145000,0.647100,0.088500,0.704100,0.000940,-0.000274,0.001711,-0.002263,0.001320,0.000359,0.292500,0.780300,0.522700,1.082400,0.376000,0.627600,0.077743,0.291588,0.128649,0.271517,0.099811,0.146639,0.5299,331.0000,0.7280,0.9455,81.7284,49.4250,15.0045,
3808535_session_1,rest_1400_1_rest,0.032,0.760,3.000,0.010,-0.000,1.850,2.098,0.091200,0.724500,0.166100,0.772700,0.062000,0.280900,-0.000041,0.000155,0.000113,-0.000620,0.000056,-0.000483,0.095500,0.616200,0.160800,0.867800,0.058200,0.191200,0.011507,0.044360,0.013722,0.080989,0.008358,0.044339,0.1410,64.0000,0.3755,0.2522,15.8025,27.8618,4.3520,
3893245_session_1,rest_1400_1_rest,0.116,0.535,186.000,0.017,0.002,1.681,2.883,0.253100,0.655100,0.236000,0.850900,0.149300,0.580200,-0.000370,0.002124,-0.000553,-0.001495,-0.000563,-0.000878,0.569500,1.153300,0.298900,0.824900,0.354200,0.613200,0.116191,0.251482,0.091814,0.287584,0.096891,0.160368,0.3473,308.0000,0.5893,0.6318,76.0494,43.7679,10.7682,
4176156_session_1,rest_1400_1_rest,0.071,0.174,100.000,0.006,-0.000,0.202,0.691,0.035800,0.056900,0.051400,0.182600,0.021500,0.320600,-0.000177,0.000163,-0.000976,-0.000345,-0.000698,0.000254,0.064700,0.198200,0.200500,0.324700,0.153900,0.224200,0.019611,0.082242,0.090254,0.124943,0.061349,0.099040,0.2462,276.0000,0.4961,0.3486,68.1481,30.3981,9.9859,
4288245_session_1,rest_1400_1_rest,0.090,0.990,110.000,0.021,0.001,3.558,5.517,1.083600,1.526000,1.103200,1.214300,0.762800,0.620900,-0.003077,-0.000740,-0.001682,0.004995,-0.001618,-0.000439,2.090700,1.792200,1.349100,1.759800,1.364300,0.612800,0.204486,0.344022,0.196095,0.610263,0.133987,0.099178,0.3029,247.0000,0.5503,0.6330,60.9877,36.6385,8.3260,
6471972_session_1,rest_1400_1_rest,0.100,1.182,135.000,0.027,0.000,2.304,3.240,0.531400,1.021600,0.234900,1.313500,0.278600,1.650600,0.001310,0.000018,0.002373,-0.000508,0.001347,0.000624,0.651100,1.142000,0.566500,1.464900,0.338700,1.470300,0.082830,0.202251,0.230098,0.327169,0.115928,0.141575,0.3429,297.0000,0.5856,0.6747,73.5149,48.1469,9.8791,
7055197_session_1,rest_1400_1_rest,0.046,0.203,33.000,0.028,-0.004,0.772,3.097,0.121200,0.550500,0.390700,0.387700,0.146100,0.227800,0.000241,-0.002530,0.000306,0.002063,0.000107,0.000649,0.160600,1.478100,0.469100,0.806800,0.165500,0.275700,0.045614,0.515222,0.074275,0.317060,0.028873,0.087058,0.2415,231.0000,0.4915,0.4182,57.0370,30.4194,5.3877,
8574662_session_1,rest_1400_1_rest,0.055,0.259,63.000,0.006,-0.001,0.506,1.172,0.056500,0.255200,0.054200,0.132700,0.054700,0.348400,0.000559,0.002302,0.000173,-0.000727,0.000455,-0.000368,0.172700,0.562600,0.089500,0.208800,0.129200,0.309200,0.091299,0.289992,0.032704,0.070926,0.060529,0.102723,0.1864,181.0000,0.4317,0.3248,44.6914,27.5052,7.1388,
8735778_session_1,rest_1400_1_rest,0.091,0.502,157.000,0.016,-0.000,0.588,1.220,0.043600,0.192800,0.102300,0.284500,0.015100,0.608000,0.000131,-0.002616,-0.000096,-0.000321,0.000050,-0.000508,0.055200,0.569900,0.079300,0.317500,0.022500,0.528000,0.012486,0.351327,0.014741,0.064529,0.006979,0.117468,0.3278,318.0000,0.5726,0.4854,78.5185,35.9659,11.3402,
9630905_session_1,rest_1400_1_rest,0.060,0.351,73.000,0.016,-0.004,0.645,2.673,0.252900,0.319600,0.187300,0.347300,0.127500,0.453600,0.000911,-0.003301,0.000296,0.003787,0.000584,-0.000321,0.427800,0.989900,0.249700,1.072000,0.275700,0.295400,0.136682,0.428717,0.058883,0.447730,0.082036,0.088958,0.2814,282.0000,0.5305,0.4630,69.6296,34.6538,9.4502,
1427581_session_2,rest_1400_1_rest,0.037,0.490,17.000,0.006,0.001,0.472,1.433,0.086700,0.245800,0.176600,0.277000,0.183700,0.554500,-0.000403,0.002227,-0.000112,-0.000340,0.000154,0.000330,0.301800,0.716600,0.211900,0.395900,0.340300,0.542800,0.051906,0.214472,0.042362,0.040581,0.026023,0.051568,0.1087,28.0000,0.3297,0.2137,6.9307,23.1617,3.8007,
1793622_session_2,rest_1400_1_rest,0.090,0.442,157.000,0.015,-0.001,0.613,1.118,0.100500,0.176100,0.147300,0.445600,0.076700,0.459900,0.000326,0.000127,0.000478,-0.001203,0.000247,0.000441,0.137100,0.254500,0.181300,0.578300,0.118300,0.444800,0.050512,0.068014,0.044939,0.196527,0.042888,0.093247,0.2454,219.0000,0.4954,0.4677,54.2079,32.9721,7.5743,
1961098_session_2,rest_1400_1_rest,0.045,0.306,34.000,0.011,-0.001,0.550,1.381,0.121100,0.297900,0.067100,0.366200,0.048700,0.448000,-0.000819,0.000278,-0.001092,-0.001222,-0.000830,-0.000167,0.269400,0.453900,0.424100,0.614000,0.249300,0.434600,0.095229,0.095338,0.090265,0.122663,0.059750,0.081585,0.2273,229.0000,0.4767,0.3695,56.6832,26.9439,8.0438,
2475376_session_2,rest_1400_1_rest,0.031,0.215,14.000,0.010,-0.000,0.492,0.628,0.085000,0.210900,0.038800,0.187000,0.075600,0.337700,0.000125,0.000110,-0.000058,-0.000026,0.000101,0.000098,0.109200,0.249000,0.034700,0.202900,0.114800,0.238700,0.013850,0.039489,0.011929,0.059371,0.010502,0.056511,0.1504,105.0000,0.3878,0.2497,25.9259,26.1436,5.2522,
2799329_session_2,rest_1400_1_rest,0.080,0.566,111.000,0.021,0.001,1.253,1.743,0.110700,0.632000,0.286600,0.806500,0.187200,0.821900,-0.000107,-0.001556,0.000415,0.000438,0.000335,0.001496,0.126100,0.774300,0.276500,0.522200,0.184900,0.510800,0.026545,0.133727,0.076815,0.111848,0.039691,0.126976,0.3359,273.0000,0.5795,0.6806,67.4074,32.9109,10.7168,
2842950_session_2,rest_1400_1_rest,0.082,0.305,147.000,0.007,0.000,0.376,0.616,0.038000,0.105500,0.058700,0.318700,0.041300,0.245200,-0.000010,-0.000044,-0.000061,-0.000479,-0.000035,0.000340,0.051700,0.153200,0.055100,0.454200,0.082500,0.225300,0.009882,0.028205,0.024355,0.097349,0.017122,0.060008,0.2275,237.0000,0.4769,0.3753,58.5185,36.3061,7.9025,
3201815_session_2,rest_1400_1_rest,0.068,0.337,93.000,0.010,0.000,0.371,0.783,0.041000,0.223200,0.086100,0.215100,0.026900,0.561700,-0.000147,0.001117,0.000032,-0.000381,-0.000251,-0.000324,0.117100,0.297200,0.089400,0.271400,0.085900,0.371600,0.036738,0.107024,0.018871,0.066285,0.017431,0.103789,0.2313,213.0000,0.4810,0.4263,52.5926,35.0247,9.0498,
3313349_session_2,rest_1400_1_rest,0.051,1.244,50.000,0.016,-0.001,2.269,3.178,0.189000,1.307200,0.391800,0.749400,0.203300,1.460700,0.000409,-0.000460,0.001380,0.002227,0.001049,-0.000445,0.303800,1.089400,0.543900,1.369400,0.330000,1.298600,0.072406,0.332932,0.137100,0.363937,0.098274,0.194685,0.1779,92.0000,0.4218,0.4505,22.7160,28.8566,4.3683,
3315657_session_2,rest_1400_1_rest,0.024,0.128,4.000,0.007,-0.000,0.515,0.865,0.027000,0.207900,0.029700,0.143000,0.041500,0.141700,-0.000016,0.000718,-0.000133,-0.000538,-0.000126,0.000255,0.061400,0.319900,0.104100,0.204100,0.053900,0.110500,0.023982,0.064272,0.029362,0.061683,0.016424,0.045715,0.0818,7.0000,0.2859,0.1349,1.7327,33.1701,1.8890,
3795193_session_2,rest_1400_1_rest,0.117,2.461,144.000,0.042,-0.000,8.362,10.704,0.362200,3.905600,0.565800,2.578900,0.691700,2.023600,-0.000321,-0.002555,-0.000650,0.003492,-0.000488,0.000070,0.323100,4.986500,0.858400,1.865800,0.661500,2.458800,0.101555,0.675767,0.172887,0.424811,0.123201,0.215888,0.4601,271.0000,0.6783,1.0741,67.0792,47.5529,11.2759,
3808535_session_2,rest_1400_1_rest,0.030,0.318,8.000,0.014,-0.005,1.012,2.456,0.075400,0.370100,0.090200,0.380500,0.035200,0.174200,-0.000023,0.003224,-0.000176,-0.000990,0.000176,-0.001066,0.069700,1.111000,0.134600,0.553300,0.091000,0.249000,0.019907,0.484615,0.031568,0.161341,0.044022,0.063357,0.1635,138.0000,0.4043,0.2648,34.0741,29.8093,4.9341,
3893245_session_2,rest_1400_1_rest,0.090,0.389,150.000,0.013,-0.002,0.724,1.315,0.154900,0.179300,0.201300,0.696900,0.131200,0.739800,0.000238,0.000870,-0.000446,-0.001180,0.000030,0.000526,0.222100,0.374600,0.239700,0.797900,0.171000,0.520300,0.055079,0.086106,0.062264,0.241997,0.040846,0.113880,0.3273,304.0000,0.5721,0.5496,75.0617,37.1157,10.8945,
4176156_session_2,rest_1400_1_rest,0.146,0.583,235.000,0.021,0.001,0.877,1.743,0.070900,0.331100,0.133600,0.793400,0.068400,0.797700,0.000273,-0.001718,-0.000256,-0.000159,-0.000059,-0.000370,0.205300,0.741500,0.164800,0.542400,0.092500,0.592200,0.042419,0.319904,0.062772,0.173691,0.032197,0.172832,0.6157,365.0000,0.7847,1.1118,90.3465,53.2733,20.2972,
4288245_session_2,rest_1400_1_rest,0.153,0.563,261.000,0.024,0.004,2.517,5.085,0.103900,0.999300,0.186000,0.937400,0.076500,0.513700,0.000106,0.001756,0.000749,0.001096,0.000317,-0.000863,0.131000,2.300100,0.270900,0.616900,0.136400,0.583900,0.025011,0.157382,0.036623,0.129763,0.020353,0.123824,0.4511,334.0000,0.6716,0.7469,82.6733,48.4401,13.7114,
7055197_session_2,rest_1400_1_rest,0.052,0.251,55.000,0.013,0.002,0.489,1.351,0.062500,0.258300,0.056200,0.263600,0.030000,0.217000,-0.000140,0.002230,-0.000372,-0.000164,-0.000256,-0.000440,0.143400,0.830300,0.147100,0.408900,0.083800,0.198500,0.028079,0.210844,0.023270,0.081476,0.024867,0.040858,0.1720,144.0000,0.4147,0.2740,35.5556,30.1116,4.8959,
8574662_session_2,rest_1400_1_rest,0.071,0.315,101.000,0.006,-0.001,0.274,0.719,0.043000,0.101000,0.058500,0.258900,0.047600,0.498300,0.000761,0.000751,0.000017,-0.000132,0.000407,-0.000453,0.211100,0.244500,0.134800,0.356200,0.130600,0.300900,0.051513,0.111651,0.051463,0.111176,0.031524,0.105917,0.1938,180.0000,0.4402,0.3630,44.5545,26.6489,7.1802,
8735778_session_2,rest_1400_1_rest,0.127,0.358,222.000,0.012,0.000,0.366,0.882,0.041100,0.146700,0.068500,0.287700,0.026700,0.443000,0.000019,-0.000535,-0.000184,-0.001073,-0.000024,0.000396,0.056600,0.331300,0.111200,0.375400,0.025700,0.388000,0.013167,0.100403,0.032063,0.150230,0.006319,0.124791,0.3773,336.0000,0.6143,0.5566,82.9630,40.1861,12.8738,
9630905_session_2,rest_1400_1_rest,0.058,0.278,65.000,0.009,0.000,0.335,0.538,0.213200,0.156200,0.084800,0.384100,0.036700,0.511000,0.000113,0.000316,0.000115,-0.000627,0.000102,0.000431,0.201900,0.185200,0.079600,0.332300,0.054400,0.408200,0.022538,0.039669,0.022863,0.063357,0.012063,0.089884,0.2515,257.0000,0.5015,0.4060,63.6139,35.7320,9.3206,
0021001_session_2,rest_1400_1_rest,0.063,0.307,82.000,0.020,0.000,1.266,1.926,0.157200,0.582700,0.139100,0.361300,0.234700,0.236800,0.000725,0.000419,0.000638,-0.001628,0.000744,-0.000077,0.221100,0.793600,0.221400,0.693400,0.269300,0.173300,0.097033,0.158301,0.083133,0.165377,0.092126,0.057013,0.2600,247.0000,0.5099,0.4659,61.1386,34.5158,6.9504,
0021002_session_2,rest_1400_1_rest,0.035,0.132,11.000,0.012,0.000,0.284,1.705,0.073600,0.111300,0.068100,0.158500,0.111200,0.181800,0.000746,-0.002760,0.000566,0.002829,0.000389,0.000181,0.211300,0.607400,0.226100,0.600100,0.145700,0.188800,0.051282,0.233283,0.056409,0.203603,0.039885,0.056230,0.1539,105.0000,0.3924,0.2428,25.9901,23.4847,4.3666,
0021006_session_2,rest_1400_1_rest,0.047,0.234,32.000,0.005,0.000,0.499,0.734,0.030400,0.165100,0.036800,0.245900,0.050500,0.277700,0.000168,0.000838,0.000296,-0.000233,0.000609,-0.000528,0.080000,0.216800,0.148800,0.352000,0.200700,0.356000,0.023435,0.085933,0.048207,0.103403,0.064686,0.069171,0.1444,61.0000,0.3800,0.2282,15.0990,27.7800,5.2732,
0021018_session_2,rest_1400_1_rest,0.022,0.106,1.000,0.007,0.000,0.173,0.686,0.012800,0.048900,0.038400,0.056100,0.016300,0.298000,-0.000660,0.000987,-0.000120,-0.000460,-0.000584,0.000091,0.153100,0.263200,0.080100,0.160300,0.156300,0.153200,0.061971,0.090470,0.021822,0.047233,0.060336,0.062974,0.1623,126.0000,0.4029,0.2440,31.1881,23.4680,6.5306,
0021024_session_2,rest_1400_1_rest,0.042,0.146,25.000,0.008,0.000,0.213,0.348,0.034900,0.079300,0.031000,0.127300,0.032100,0.260800,-0.000165,0.000077,0.000177,-0.000066,0.000068,0.000290,0.122900,0.090900,0.057800,0.198200,0.070800,0.193600,0.032771,0.021047,0.014062,0.039784,0.013857,0.058559,0.1701,163.0000,0.4124,0.2695,40.2469,26.8283,5.5608,
