Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
2799329_session_1,rest_2500_1_rest,0.039,0.253,11.000,0.012,-0.008,0.466,1.638,0.048600,0.207900,0.038300,0.201900,0.066300,0.456000,0.000104,-0.008524,0.004366,0.002118,0.002312,0.001797,0.058900,0.796800,0.307100,0.317200,0.170400,0.284700,0.013937,0.198543,0.112820,0.069724,0.052711,0.064489,0.1582,32.0000,0.3977,0.3410,26.4463,14.2424,4.5795,
2842950_session_1,rest_2500_1_rest,0.073,0.230,31.000,0.010,-0.003,0.402,0.716,0.065900,0.128500,0.085900,0.460500,0.060200,0.130900,-0.001136,-0.002066,0.001623,0.003700,-0.000570,-0.001821,0.129200,0.185900,0.170600,0.280300,0.075600,0.207200,0.011533,0.040427,0.019376,0.112012,0.008367,0.069707,0.2634,74.0000,0.5132,0.4364,61.1570,46.7533,9.9729,
3313349_session_1,rest_2500_1_rest,0.073,2.189,10.000,0.031,0.008,5.433,6.146,0.663100,3.056200,1.173100,1.871600,0.882100,1.297200,-0.007386,-0.004879,-0.003567,0.004347,-0.004101,-0.005863,0.573200,2.784200,1.048600,1.901800,0.787300,1.375500,0.262059,0.617683,0.116815,0.281873,0.237363,0.139098,0.2742,28.0000,0.5236,0.8736,23.1405,19.8200,5.2407,
3315657_session_1,rest_2500_1_rest,0.013,0.138,2.000,0.005,0.001,0.476,0.653,0.027500,0.216500,0.032400,0.181900,0.021900,0.114100,-0.001499,0.003052,-0.001161,-0.002782,-0.001746,-0.000255,0.120600,0.204400,0.102700,0.196100,0.135500,0.068800,0.036712,0.117051,0.036038,0.123229,0.045458,0.012950,0.0477,4.0000,0.2184,0.1023,3.3058,15.0472,1.1129,
3795193_session_1,rest_2500_1_rest,0.189,2.010,59.000,0.037,0.076,3.075,9.794,0.249500,1.158600,0.924100,2.182700,0.833800,0.497400,-0.003699,-0.020643,-0.013608,0.040555,-0.011929,-0.001929,0.538700,2.303200,1.736600,4.642000,1.562100,0.464700,0.041284,0.237985,0.108106,0.399876,0.105397,0.093754,0.4981,100.0000,0.7058,1.0634,82.6446,32.0752,14.1491,
3808535_session_1,rest_2500_1_rest,0.012,0.106,1.000,0.002,-0.000,0.270,0.433,0.032600,0.096800,0.027700,0.155100,0.011400,0.055000,-0.000494,-0.000042,-0.001071,-0.000966,-0.000161,-0.002542,0.041500,0.107500,0.079900,0.230400,0.014700,0.182300,0.017060,0.015600,0.026462,0.049644,0.005599,0.067093,0.0303,1.0000,0.1742,0.0600,0.8264,10.5812,0.8761,
3893245_session_1,rest_2500_1_rest,0.042,0.373,9.000,0.006,0.001,0.411,0.912,0.069300,0.068900,0.060100,0.208900,0.057700,0.350800,-0.001803,0.002637,-0.000871,0.006612,-0.001411,-0.004824,0.141000,0.170900,0.137100,0.434200,0.163500,0.524000,0.038037,0.060393,0.040463,0.176738,0.054692,0.105444,0.1239,18.0000,0.3519,0.2505,14.8760,14.9066,3.4979,
4176156_session_1,rest_2500_1_rest,0.018,0.073,0.000,0.004,-0.001,0.095,0.478,0.018900,0.038200,0.030600,0.067100,0.027100,0.162100,0.000352,0.003026,0.000085,0.001937,-0.000001,-0.001576,0.040300,0.212900,0.064500,0.161600,0.040000,0.119600,0.017673,0.088412,0.017275,0.030566,0.015695,0.039439,0.0607,0.0000,0.2463,0.0991,0.0000,11.1804,1.8094,
4288245_session_1,rest_2500_1_rest,0.090,0.867,36.000,0.027,0.009,3.298,4.645,0.099900,1.539600,0.132700,0.876900,0.096600,0.346700,0.001698,-0.013541,0.004249,0.007315,0.002529,-0.002521,0.221700,1.977700,0.516900,1.654600,0.284500,0.384100,0.098595,0.550798,0.184320,0.552219,0.113622,0.095081,0.2464,50.0000,0.4964,0.6003,41.3223,21.3235,6.1550,
6471972_session_1,rest_2500_1_rest,0.024,0.223,6.000,0.011,-0.009,0.434,1.831,0.039900,0.205700,0.068900,0.119100,0.028700,0.311000,0.002810,-0.010331,0.002394,-0.001198,0.002685,-0.001570,0.215500,0.983200,0.163900,0.184500,0.174600,0.321300,0.075972,0.354924,0.060151,0.064678,0.061774,0.058676,0.0960,13.0000,0.3098,0.2167,10.7438,16.1682,2.3330,
7055197_session_1,rest_2500_1_rest,0.043,0.166,8.000,0.010,-0.001,0.365,0.844,0.039400,0.114800,0.052900,0.212500,0.029500,0.272300,0.000363,0.006425,0.000282,-0.001640,-0.000439,-0.000189,0.050000,0.383500,0.045200,0.308200,0.043500,0.142700,0.019044,0.175737,0.011987,0.096205,0.015380,0.033607,0.1394,20.0000,0.3734,0.2653,16.5289,13.4210,3.8950,
8574662_session_1,rest_2500_1_rest,0.066,0.187,25.000,0.005,-0.002,0.117,0.676,0.026400,0.053200,0.027200,0.182100,0.036700,0.351500,0.001333,0.002833,0.000933,-0.002471,0.001300,-0.003361,0.123800,0.224700,0.116300,0.270800,0.147400,0.321900,0.058864,0.066676,0.041908,0.081528,0.057294,0.104016,0.1825,46.0000,0.4272,0.2842,38.0165,13.2238,7.3128,
8735778_session_1,rest_2500_1_rest,0.036,0.184,4.000,0.005,0.000,0.169,0.609,0.015100,0.041400,0.022500,0.085000,0.009800,0.201000,0.001371,-0.001049,0.000276,-0.002408,0.000333,-0.006726,0.081600,0.091500,0.034900,0.180900,0.023000,0.451800,0.037062,0.023628,0.007966,0.067287,0.007827,0.177168,0.0888,3.0000,0.2980,0.1474,2.4793,16.6369,2.9564,
9630905_session_1,rest_2500_1_rest,0.019,0.146,1.000,0.004,-0.001,0.145,0.409,0.013800,0.051000,0.023000,0.047900,0.015400,0.255500,-0.001225,0.000806,-0.001535,0.002039,-0.000886,-0.001434,0.101900,0.067300,0.105500,0.161500,0.079600,0.230900,0.058893,0.024348,0.058570,0.062268,0.044604,0.043026,0.0656,2.0000,0.2562,0.1250,1.6529,11.1799,2.1057,
1427581_session_2,rest_2500_1_rest,0.013,0.065,0.000,0.005,-0.003,0.111,0.728,0.033500,0.055800,0.017700,0.075300,0.017000,0.076300,-0.000036,-0.003434,-0.001607,-0.000668,-0.000263,-0.001412,0.041000,0.355700,0.130500,0.129300,0.037200,0.145600,0.022056,0.076778,0.043183,0.061862,0.005947,0.038923,0.0486,0.0000,0.2204,0.0867,0.0000,8.5436,1.2145,
1793622_session_2,rest_2500_1_rest,0.040,0.206,10.000,0.010,-0.001,0.222,0.519,0.031900,0.116900,0.033900,0.284400,0.053200,0.217000,0.001603,-0.001033,0.000876,0.000141,0.001031,-0.000008,0.130500,0.162800,0.106800,0.331300,0.130700,0.147800,0.065230,0.035462,0.038192,0.082480,0.056611,0.036434,0.1608,33.0000,0.4010,0.2752,27.2727,16.2545,5.0316,
1961098_session_2,rest_2500_1_rest,0.025,0.132,1.000,0.008,0.001,0.274,0.505,0.072100,0.107000,0.039400,0.175800,0.049000,0.148700,-0.000353,0.001473,0.001201,0.000638,0.000972,-0.001255,0.178700,0.194600,0.130600,0.212600,0.125800,0.151200,0.063021,0.064259,0.046024,0.040781,0.046193,0.048227,0.1090,9.0000,0.3302,0.1944,7.4380,10.0507,2.7724,
2475376_session_2,rest_2500_1_rest,0.019,0.200,1.000,0.005,-0.002,0.082,0.498,0.049500,0.254200,0.021000,0.208400,0.071900,0.145300,0.000729,-0.002821,0.000864,-0.002299,0.000788,-0.000171,0.089600,0.262100,0.092500,0.363200,0.092200,0.118300,0.024879,0.039817,0.015910,0.098978,0.026138,0.022286,0.0708,4.0000,0.2662,0.1333,3.3058,11.9106,1.7992,
2799329_session_2,rest_2500_1_rest,0.049,0.518,15.000,0.013,-0.001,0.459,0.771,0.109100,0.246700,0.067900,0.543000,0.160500,1.009300,0.002145,-0.003054,0.002925,0.001608,0.003088,-0.001049,0.222000,0.271100,0.246000,0.475500,0.232400,0.532000,0.073118,0.120120,0.116983,0.048341,0.096142,0.076927,0.2139,43.0000,0.4625,0.4567,35.5372,16.4235,6.3458,
2842950_session_2,rest_2500_1_rest,0.068,0.242,23.000,0.012,-0.001,0.323,0.780,0.034900,0.143900,0.068600,0.270000,0.061800,0.316000,0.000233,-0.002327,-0.000552,0.001534,0.000802,-0.003617,0.049500,0.302800,0.086300,0.199600,0.097100,0.401800,0.012126,0.116853,0.030060,0.062091,0.035652,0.135786,0.2031,52.0000,0.4506,0.3431,42.9752,20.7778,6.1718,
3201815_session_2,rest_2500_1_rest,0.028,0.230,5.000,0.007,0.001,0.310,1.167,0.028700,0.146800,0.025300,0.198900,0.017500,0.432000,0.000071,0.004874,-0.000694,-0.001572,-0.000582,-0.001555,0.064100,0.451700,0.066700,0.362900,0.063600,0.298400,0.023671,0.257068,0.034151,0.149643,0.017119,0.064849,0.0972,15.0000,0.3118,0.2307,12.3967,16.4636,2.7633,
3313349_session_2,rest_2500_1_rest,0.044,0.726,10.000,0.012,0.001,0.945,1.573,0.415300,0.494000,0.177900,0.521800,0.158200,0.660900,0.002322,0.006186,0.000439,-0.001714,0.001121,-0.007153,0.460100,0.469300,0.178100,0.461900,0.188700,0.689400,0.071414,0.237879,0.022832,0.131698,0.037334,0.228485,0.1487,21.0000,0.3856,0.4133,17.3554,14.3133,3.7898,
3315657_session_2,rest_2500_1_rest,0.011,0.097,0.000,0.006,-0.002,0.380,1.048,0.047500,0.154400,0.026200,0.152600,0.033900,0.140300,-0.000619,0.006527,-0.001146,-0.003651,-0.000181,-0.001723,0.098800,0.423100,0.076200,0.306600,0.077100,0.115000,0.032708,0.202066,0.030151,0.139744,0.029970,0.025311,0.0520,4.0000,0.2280,0.1075,3.3058,14.1850,1.0829,
3795193_session_2,rest_2500_1_rest,0.059,0.212,24.000,0.008,0.001,0.328,0.514,0.044600,0.082500,0.057400,0.298000,0.069500,0.341700,0.000310,-0.001637,0.001597,0.003151,0.001188,-0.000724,0.067500,0.197400,0.116800,0.302700,0.138600,0.256900,0.019399,0.037092,0.033239,0.090072,0.032476,0.052287,0.1935,42.0000,0.4398,0.3708,34.7107,21.3280,6.3047,
3808535_session_2,rest_2500_1_rest,0.010,0.054,0.000,0.003,0.001,0.048,0.525,0.007000,0.044200,0.011200,0.039700,0.009000,0.058600,0.000847,0.003067,0.000278,-0.000778,0.000319,-0.003215,0.069700,0.209100,0.037300,0.164600,0.030500,0.232800,0.024793,0.089688,0.017152,0.063559,0.014467,0.094241,0.0340,0.0000,0.1845,0.0561,0.0000,10.6027,0.8730,
3893245_session_2,rest_2500_1_rest,0.050,0.434,9.000,0.007,0.001,0.545,0.926,0.064400,0.123000,0.054500,0.413800,0.053100,0.310000,-0.001951,0.003963,0.001172,-0.000692,0.000263,-0.002243,0.151700,0.392100,0.129500,0.482000,0.083500,0.228500,0.061709,0.141775,0.022528,0.168656,0.018087,0.065947,0.1665,30.0000,0.4080,0.3050,24.7934,19.5657,5.4410,
4176156_session_2,rest_2500_1_rest,0.042,0.324,10.000,0.017,-0.004,0.542,0.825,0.084900,0.224900,0.056800,0.469500,0.044800,0.289900,-0.000977,-0.002192,-0.000751,-0.000594,-0.000298,0.000019,0.139500,0.297500,0.108300,0.354800,0.093200,0.157200,0.051827,0.126383,0.034269,0.065778,0.034317,0.037286,0.1891,42.0000,0.4349,0.3777,34.7107,19.8055,4.6832,
4288245_session_2,rest_2500_1_rest,0.032,0.213,8.000,0.005,-0.009,0.271,1.302,0.024300,0.078500,0.034600,0.180400,0.013200,0.248100,-0.000492,-0.001084,0.000022,0.006095,-0.000075,-0.002324,0.052600,0.248700,0.051800,0.750100,0.013900,0.234500,0.018389,0.046244,0.023862,0.139698,0.004201,0.065057,0.0728,6.0000,0.2699,0.1536,4.9587,14.1772,2.1540,
7055197_session_2,rest_2500_1_rest,0.050,0.157,11.000,0.018,-0.001,0.319,0.603,0.158900,0.200600,0.097800,0.150200,0.076900,0.093800,0.000966,-0.004735,0.000219,-0.001787,0.000372,-0.000340,0.172100,0.390600,0.121000,0.222400,0.079900,0.081600,0.026339,0.176776,0.018304,0.084494,0.014768,0.023432,0.1594,29.0000,0.3992,0.2792,23.9669,16.9949,3.4797,
8574662_session_2,rest_2500_1_rest,0.080,0.344,42.000,0.009,-0.002,0.307,0.969,0.033600,0.061400,0.031400,0.270200,0.037800,0.269100,0.004773,0.002565,0.001620,0.001840,0.003524,-0.005101,0.343700,0.248200,0.115900,0.375600,0.259600,0.366900,0.141441,0.106737,0.050639,0.087673,0.101872,0.153606,0.1991,63.0000,0.4462,0.3102,52.0661,13.7507,7.0882,
8735778_session_2,rest_2500_1_rest,0.031,0.184,3.000,0.008,0.000,0.244,0.835,0.018200,0.140200,0.026300,0.144800,0.013500,0.175300,-0.000307,-0.005369,-0.001419,0.000956,-0.000299,-0.003338,0.035100,0.390000,0.102300,0.194000,0.046000,0.279100,0.010156,0.137294,0.029317,0.034336,0.016033,0.091934,0.0974,9.0000,0.3120,0.1767,7.4380,18.6795,2.8659,
9630905_session_2,rest_2500_1_rest,0.020,0.065,0.000,0.003,-0.000,0.114,0.276,0.010300,0.072400,0.016200,0.084300,0.013900,0.091000,-0.000995,0.001417,-0.000777,0.001029,-0.000409,-0.001947,0.078800,0.136200,0.055600,0.099200,0.026600,0.138900,0.019802,0.041755,0.018473,0.022905,0.008916,0.040924,0.0513,0.0000,0.2264,0.0945,0.0000,11.9789,1.4880,
0021001_session_2,rest_2500_1_rest,0.033,0.422,8.000,0.008,-0.001,0.931,1.061,0.075200,0.274000,0.077900,0.395300,0.076300,0.200600,-0.000957,-0.002197,-0.000997,0.002784,-0.001660,0.000015,0.083000,0.295200,0.063000,0.481500,0.108200,0.190600,0.029681,0.041514,0.028640,0.077186,0.040721,0.020260,0.1041,9.0000,0.3226,0.2626,7.4380,14.7996,2.5738,
0021002_session_2,rest_2500_1_rest,0.023,0.083,0.000,0.008,-0.012,0.221,2.130,0.042700,0.092100,0.035500,0.125800,0.041000,0.114300,-0.000893,-0.008797,0.000612,0.008639,-0.000647,0.001619,0.116000,0.790400,0.057000,0.884500,0.084500,0.184700,0.054700,0.289689,0.023233,0.243686,0.034370,0.082560,0.0832,2.0000,0.2884,0.1481,1.6529,10.0571,1.9309,
0021006_session_2,rest_2500_1_rest,0.046,0.177,11.000,0.009,-0.011,0.346,1.806,0.019300,0.170800,0.045100,0.157300,0.032800,0.217600,-0.000532,-0.006545,-0.000088,0.007934,0.000336,-0.001537,0.039000,0.662200,0.077500,0.669200,0.047900,0.220000,0.013352,0.184033,0.032076,0.212615,0.015774,0.064505,0.1571,34.0000,0.3963,0.2665,28.0992,16.1138,4.7784,
0021018_session_2,rest_2500_1_rest,0.017,0.080,0.000,0.005,-0.003,0.120,1.039,0.015900,0.101700,0.015700,0.044300,0.016500,0.084600,-0.001759,0.008516,-0.000177,-0.000996,-0.000821,-0.003093,0.124500,0.611100,0.052800,0.182800,0.087100,0.215800,0.058348,0.234194,0.018617,0.052292,0.039602,0.094069,0.0537,0.0000,0.2317,0.0841,0.0000,8.5839,1.2995,
0021024_session_2,rest_2500_1_rest,0.018,0.120,1.000,0.005,-0.000,0.120,0.279,0.023800,0.051300,0.019800,0.064600,0.025300,0.126900,-0.000045,-0.000010,-0.000096,-0.002419,-0.000640,-0.002532,0.055100,0.063500,0.032800,0.171700,0.077400,0.151200,0.012537,0.025138,0.007627,0.083997,0.015695,0.053974,0.0712,1.0000,0.2669,0.1186,0.8264,11.8293,1.9946,
