Subject,Scan,Mean_Relative_RMS_Displacement,Max_Relative_RMS_Displacement,Movements_gt_threshold,Mean_Relative_Mean_Rotation,Mean_Relative_Maxdisp,Max_Relative_Maxdisp,Max_Abs_Maxdisp,Max_Relative_Roll,Max_Relative_Pitch,Max_Relative_Yaw,Max_Relative_dS-I,Max_Relative_dL-R,Max_Relative_dP-A,Mean_Relative_Roll,Mean_Relative_Pitch,Mean_Relative_Yaw,Mean_Relative_dS-I,Mean_Relative_dL-R,Mean_Relative_dP-A,Max_Abs_Roll,Max_Abs_Pitch,Max_Abs_Yaw,Max_Abs_dS-I,Max_Abs_dL-R,Max_Abs_dP-A,Mean_Abs_Roll,Mean_Abs_Pitch,Mean_Abs_Yaw,Mean_Abs_dS-I,Mean_Abs_dL-R,Mean_Abs_dP-A,MeanFD,NumFD_greater_than_0.20,rootMeanSquareFD,FDquartile(top1/4thFD),PercentFD_greater_than_0.20,MeanDVARS,MeanFD_Jenkinson
0025335_session_1,rest_5_rest,0.066,0.487,34.000,0.037,-0.006,1.257,1.988,0.271700,0.642500,0.173600,0.656800,0.226600,0.207900,-0.000415,-0.000097,0.000642,0.005913,0.000543,0.000899,0.257000,0.808300,0.125400,1.052900,0.276100,0.198000,0.065171,0.128723,0.042992,0.102577,0.047796,0.073582,0.3767,154.0000,0.6137,0.6496,85.0829,10.0642,7.1730,
0025336_session_1,rest_5_rest,0.064,0.758,38.000,0.028,-0.004,0.927,1.526,0.205200,0.352800,0.198100,0.988600,0.135700,0.173800,0.000129,0.000125,0.000834,0.004320,0.000229,-0.000534,0.209100,0.334200,0.181900,0.951400,0.160500,0.148200,0.054961,0.093116,0.055407,0.120229,0.043347,0.039212,0.3247,144.0000,0.5699,0.5208,79.5580,7.5232,5.9790,
0025337_session_1,rest_5_rest,0.059,0.426,33.000,0.023,-0.009,0.921,3.475,0.058900,0.387800,0.140500,0.368000,0.116200,0.270900,0.000720,0.013394,0.000237,-0.005546,0.003912,-0.003798,0.135800,1.543300,0.172700,0.768600,0.424400,0.627100,0.060008,0.538793,0.057801,0.272882,0.233338,0.139609,0.2488,105.0000,0.4988,0.4235,58.0110,7.3897,5.4525,
0025338_session_1,rest_5_rest,0.063,0.802,31.000,0.015,-0.005,1.292,1.715,0.116600,0.252000,0.114900,0.895000,0.157400,0.159300,-0.000120,-0.001396,-0.000577,0.004315,-0.000631,0.000555,0.109000,0.459300,0.106400,0.893500,0.123100,0.112600,0.033482,0.055368,0.032793,0.104806,0.035622,0.033025,0.2674,126.0000,0.5171,0.4348,69.6133,8.5024,6.8405,
0025339_session_1,rest_5_rest,0.071,0.450,38.000,0.024,-0.000,0.749,0.952,0.157000,0.364600,0.153900,0.479900,0.141600,0.156800,-0.000097,0.000021,0.000014,-0.000561,-0.000093,0.000264,0.097700,0.340500,0.181600,0.496500,0.105300,0.144500,0.037314,0.078495,0.034880,0.092306,0.032963,0.032865,0.3416,140.0000,0.5845,0.5865,77.3481,8.3819,8.0259,
0025340_session_1,rest_5_rest,0.159,2.049,104.000,0.040,-0.025,2.409,4.924,0.166000,0.646000,0.311600,2.813900,0.635500,0.716300,0.000874,-0.004339,0.002781,0.020760,-0.001677,0.002047,0.186100,0.646300,0.632000,3.556800,0.949100,0.608600,0.041583,0.128496,0.089404,0.294907,0.121431,0.189778,0.6405,170.0000,0.8003,1.1408,93.9227,9.3759,15.9199,
0025341_session_1,rest_5_rest,0.027,0.261,6.000,0.011,-0.001,0.331,0.955,0.108900,0.359400,0.244900,0.469600,0.158400,0.282400,-0.000127,0.001188,-0.002083,-0.000680,-0.000828,0.006263,0.082000,0.310600,0.368500,0.320100,0.193100,0.642500,0.026389,0.121530,0.105410,0.073727,0.057129,0.272622,0.1569,17.0000,0.3961,0.2840,9.3923,7.8769,3.5739,
0025342_session_1,rest_5_rest,0.045,0.575,9.000,0.018,-0.003,0.794,1.705,0.152600,0.491900,0.240300,0.556900,0.208000,0.319500,0.003378,0.001712,-0.004369,0.003819,-0.000074,0.006437,0.481500,0.377700,0.469800,0.745900,0.136500,0.689900,0.127017,0.148076,0.195487,0.109964,0.044772,0.264998,0.1898,44.0000,0.4357,0.3437,24.3094,7.0355,4.3719,
0025343_session_1,rest_5_rest,0.063,0.177,37.000,0.012,0.004,0.379,1.999,0.064900,0.235300,0.103000,0.191300,0.099400,0.086000,0.000211,-0.000695,-0.004806,0.007708,0.000093,0.007760,0.180900,0.307400,0.594000,0.801700,0.148000,0.734600,0.053116,0.093091,0.184719,0.269152,0.038898,0.335511,0.1726,53.0000,0.4154,0.2589,29.2818,7.1435,4.1792,
0025344_session_1,rest_5_rest,0.071,3.083,23.000,0.030,-0.025,3.236,5.704,0.231200,1.825100,0.456700,3.234100,1.005100,0.521200,0.000130,0.001934,0.002500,0.028127,-0.005596,0.007609,0.304700,1.390800,0.635400,4.946600,0.933200,0.756000,0.104865,0.169967,0.194077,0.454765,0.507932,0.365316,0.2854,80.0000,0.5342,0.6928,44.1989,7.6727,6.1368,
0025345_session_1,rest_5_rest,0.022,0.452,2.000,0.011,0.003,1.199,1.944,0.073700,0.417100,0.109800,0.571100,0.054800,0.063200,0.001854,-0.006955,0.000608,0.000695,0.000934,0.008799,0.175400,0.790000,0.237200,0.522500,0.118900,0.861400,0.084580,0.448477,0.093707,0.096714,0.063124,0.422520,0.1051,13.0000,0.3242,0.2088,7.1823,7.8276,2.2615,
0025346_session_1,rest_5_rest,0.063,0.772,36.000,0.027,-0.003,0.982,1.556,0.151800,0.441600,0.156400,0.992900,0.127400,0.288900,-0.000525,-0.003883,0.000308,0.006064,0.000164,0.001597,0.140400,0.669700,0.150700,0.913100,0.089400,0.334900,0.034828,0.106031,0.044019,0.121771,0.026151,0.057222,0.3151,143.0000,0.5613,0.4938,79.0055,9.3470,7.6193,
0025347_session_1,rest_5_rest,0.063,3.259,18.000,0.025,-0.030,3.654,6.483,0.432900,0.601300,0.357200,3.947500,0.517900,0.674400,-0.000050,0.010716,-0.000698,0.021557,-0.003799,0.003541,0.570300,1.793100,0.551100,4.230500,0.737500,0.867900,0.033153,0.228703,0.111737,0.305933,0.105721,0.196194,0.2314,30.0000,0.4810,0.6419,16.5746,7.6679,4.7655,
0025348_session_1,rest_5_rest,0.074,2.876,16.000,0.017,-0.042,3.232,8.442,0.399200,0.110800,0.912500,3.368600,1.875200,0.332600,0.004663,0.003304,-0.010968,0.031557,-0.001452,0.007254,0.844900,0.457700,2.110100,5.588800,1.480900,0.882300,0.119923,0.106463,0.206926,0.403797,0.127963,0.275139,0.2629,71.0000,0.5127,0.5763,39.2265,7.8478,6.2203,
0025349_session_1,rest_5_rest,0.046,0.651,15.000,0.015,-0.004,0.692,1.116,0.147000,0.283600,0.087500,0.899800,0.144900,0.230400,0.000110,-0.000617,-0.000118,0.004347,0.000104,-0.000381,0.100000,0.278300,0.094400,0.857900,0.128200,0.159800,0.036378,0.057976,0.028952,0.093170,0.028049,0.042035,0.2248,94.0000,0.4741,0.3860,51.9337,7.5201,5.0208,
0025350_session_1,rest_5_rest,0.051,0.506,24.000,0.024,-0.004,0.626,0.969,0.288500,0.253400,0.112500,0.802700,0.303500,0.190800,0.000111,-0.000855,0.000693,0.003858,0.000368,0.001284,0.309100,0.365400,0.142900,0.713200,0.319000,0.333400,0.050180,0.113240,0.046377,0.092168,0.041171,0.127999,0.2493,92.0000,0.4993,0.4533,50.8287,7.2882,5.3371,
0025351_session_1,rest_5_rest,0.028,1.594,1.000,0.010,-0.009,1.851,2.570,0.135900,0.298400,0.209500,2.403300,0.603400,0.816900,0.000018,-0.000118,-0.000677,0.010511,-0.003980,0.002015,0.090900,0.233400,0.279900,2.111700,0.678100,0.621700,0.035939,0.049037,0.092701,0.231284,0.057332,0.287447,0.1174,4.0000,0.3426,0.2226,2.2099,7.4766,2.5416,
0025352_session_1,rest_5_rest,0.051,0.873,20.000,0.026,-0.007,1.289,1.718,0.146000,0.372800,0.109800,0.929200,0.145600,0.146200,0.000141,-0.001827,-0.001646,0.006355,-0.000724,0.000980,0.140600,0.418600,0.209700,1.024900,0.164300,0.181800,0.020903,0.112113,0.064124,0.110149,0.039531,0.056824,0.2450,108.0000,0.4950,0.4023,59.6685,8.4742,5.1748,
0025353_session_1,rest_5_rest,0.021,0.226,6.000,0.013,0.000,0.639,0.941,0.060800,0.238000,0.051200,0.320400,0.044300,0.067600,-0.000142,0.000789,0.000818,-0.001214,0.000025,0.006139,0.079800,0.282400,0.123300,0.427300,0.082700,0.595200,0.017172,0.084092,0.037136,0.104266,0.026216,0.276657,0.1331,19.0000,0.3648,0.2502,10.4972,7.0374,3.0272,
0025354_session_1,rest_5_rest,0.039,0.849,10.000,0.021,-0.006,1.084,1.382,0.154000,0.516900,0.088000,0.965000,0.068600,0.167300,-0.000155,-0.000480,0.000498,0.004820,0.000375,-0.000457,0.141200,0.454500,0.174300,0.937100,0.116300,0.156200,0.032141,0.104161,0.067482,0.102982,0.043993,0.037674,0.2137,79.0000,0.4623,0.4213,43.6464,34.5464,4.3573,
0025355_session_1,rest_5_rest,0.128,0.838,76.000,0.028,-0.003,1.037,1.403,0.376600,0.459100,0.335600,0.938300,0.520000,0.194700,0.000569,0.000811,0.000047,0.004973,-0.000198,-0.000487,0.283700,0.404800,0.269100,1.318700,0.358100,0.183800,0.059220,0.068579,0.071551,0.188307,0.070419,0.048310,0.4963,174.0000,0.7045,0.8485,96.1326,8.9239,12.6946,
0025356_session_1,rest_5_rest,0.208,1.377,114.000,0.045,-0.012,2.396,2.861,0.243200,1.317600,0.230400,1.549800,0.282300,1.450600,0.000739,0.003042,-0.000927,0.009750,-0.003614,0.006802,0.213400,1.491800,0.220700,1.754500,0.348800,1.849300,0.052302,0.180441,0.054845,0.204089,0.100678,0.371809,0.6763,172.0000,0.8224,1.2804,95.0276,10.2563,17.5415,
0025357_session_1,rest_5_rest,0.088,0.574,58.000,0.023,0.001,0.645,0.759,0.195100,0.300300,0.141200,0.644500,0.180700,0.207800,-0.000369,0.000152,-0.000224,0.000754,-0.000080,0.000242,0.146800,0.187400,0.153000,0.594900,0.142600,0.118600,0.043962,0.059623,0.042399,0.128989,0.044273,0.040632,0.4236,172.0000,0.6509,0.6020,95.0276,8.0022,11.2584,
0025358_session_1,rest_5_rest,0.094,3.168,52.000,0.023,-0.022,3.455,4.637,0.108500,0.430200,0.076100,3.610400,0.155400,0.420600,0.000417,-0.002158,0.001746,0.023060,0.001916,-0.005340,0.094200,0.312100,0.192300,3.978100,0.252100,0.966200,0.045120,0.098537,0.105116,0.259244,0.110236,0.232446,0.2965,123.0000,0.5445,0.5421,67.9558,8.4205,7.0347,
0025359_session_1,rest_5_rest,0.093,3.129,42.000,0.038,-0.033,4.744,6.742,0.227900,0.894800,0.412800,3.174800,0.204200,0.590300,-0.001578,-0.005559,-0.000053,0.023489,0.000667,-0.003450,0.308700,1.319600,0.441200,4.414900,0.249800,0.418300,0.079816,0.265394,0.096222,0.433953,0.051606,0.201754,0.3747,126.0000,0.6121,0.7920,69.6133,9.9157,8.0696,
0025360_session_1,rest_5_rest,0.098,2.498,56.000,0.042,-0.018,2.444,4.513,0.271500,1.812100,0.343900,1.814000,1.031700,2.910000,0.001650,0.014447,-0.000101,0.010243,-0.004303,0.000347,0.232600,1.942000,0.219100,1.957100,1.200900,2.703700,0.056320,0.270232,0.093642,0.166279,0.172852,0.177059,0.4601,153.0000,0.6783,0.9150,84.5304,9.4731,9.7067,
0025361_session_1,rest_5_rest,0.104,2.128,48.000,0.018,-0.028,2.079,6.207,0.202000,0.748300,0.073600,2.140200,0.287100,0.436100,0.001236,0.010284,0.000451,0.025078,-0.000347,0.001099,0.222300,1.535100,0.126500,4.029100,0.208100,0.449700,0.061528,0.452854,0.062412,0.532799,0.067919,0.166992,0.2689,57.0000,0.5186,0.6671,31.4917,7.7818,7.9807,
