subject,falff_50,falff_75,falff_90,falff_fwhm,falff_mean,reho_50,reho_75,reho_90,reho_fwhm,reho_mean,vmhc_50,vmhc_75,vmhc_90,vmhc_fwhm,vmhc_mean
0026017_session_8_scan_rest_10_rest,0.3868148233741522,0.4337014686316252,0.48058811388909817,3.40703,0.3943509082598946,0.08661366254091263,0.1340215802192688,0.19520358145236966,10.2701,0.10560079663991928,0.27930957078933716,0.507685661315918,0.6851916313171387,5.76675,0.28715619444847107
0026017_session_8_scan_rest_2_rest,0.4083509522024542,0.4597729239612818,0.5142197175882757,3.54284,0.4163680083853288,0.09584210440516472,0.14786157757043839,0.21374573558568954,10.4244,0.1151147410273552,0.32328107953071594,0.5385372042655945,0.7049065113067627,5.73846,0.320525586605072
0026017_session_8_scan_rest_7_rest,0.39245893247425556,0.4357448441442102,0.48480221070349216,3.35343,0.3976191788432636,0.09134800732135773,0.1431271880865097,0.2074590772390366,10.4952,0.11137083172798157,0.3141082227230072,0.5322207808494568,0.6999634504318237,5.76005,0.31286340951919556
0026017_session_8_scan_rest_6_rest,0.3921630308032036,0.4396979436278343,0.48723285645246506,3.34253,0.39968164074624835,0.0932098776102066,0.1423526555299759,0.20349633097648623,10.5246,0.11189209669828415,0.32212433218955994,0.5447180867195129,0.7206823229789734,5.77928,0.31922706961631775
0026017_session_8_scan_rest_4_rest,0.4035575198940933,0.4513865592889488,0.5022049136459827,3.46624,0.40976411289452186,0.09577733650803566,0.1463346928358078,0.20595271289348602,10.1638,0.11326414346694946,0.3246077299118042,0.542651504278183,0.7114722728729251,5.72549,0.32238587737083435
0026017_session_8_scan_rest_9_rest,0.3937377408146858,0.44075120240449905,0.49364134669303894,3.46816,0.40139414674401985,0.09130428731441498,0.14217165857553482,0.20767884105443954,10.8501,0.11147991567850113,0.29987502098083496,0.5227010846138,0.6943158864974976,5.6968,0.3031182289123535
0026017_session_8_scan_rest_5_rest,0.38496281392872334,0.42870858823880553,0.4753707475028932,3.28073,0.3910851316772603,0.08719427138566971,0.13239961862564087,0.19367150217294693,10.3132,0.10565868765115738,0.274141788482666,0.5000159740447998,0.6817976236343384,5.66171,0.2845475971698761
0026017_session_8_scan_rest_8_rest,0.38879696326330304,0.4338748720474541,0.4789527808316052,3.23988,0.3944242755671423,0.08688897639513016,0.13096848875284195,0.18762275278568274,10.0992,0.10415752977132797,0.2675022780895233,0.4897995889186859,0.6732725739479066,5.73027,0.27917832136154175
0026017_session_9_scan_rest_3_rest,0.4034264711663127,0.4486102359369397,0.5002488242462277,3.51427,0.4091610001140782,0.0905112773180008,0.1394014209508896,0.1986445665359497,10.2156,0.10900282859802246,0.27580875158309937,0.4921904504299164,0.6718640327453613,5.81121,0.28399378061294556
0026017_session_9_scan_rest_4_rest,0.40336439362727106,0.45570939127355814,0.5111335064284503,3.57986,0.4128151766692303,0.09446224570274353,0.1479620411992073,0.21285941749811174,10.5897,0.11505838483572006,0.30649533867836,0.5429996252059937,0.7152390003204345,5.82748,0.30969828367233276
0026017_session_9_scan_rest_7_rest,0.4007382136769593,0.45196039136499166,0.5092087076045573,3.68781,0.41082052253232615,0.10297079384326935,0.1631026417016983,0.22993256151676178,10.6949,0.12366195768117905,0.35792863368988037,0.5886946320533752,0.7600600123405457,6.02437,0.3513396680355072
0026017_session_9_scan_rest_5_rest,0.40120286121964455,0.44910768046975136,0.5000065509229898,3.51074,0.4088171622821337,0.0955328568816185,0.14469746500253677,0.20137803256511688,10.234,0.11280347406864166,0.29472118616104126,0.5137050151824951,0.6883941292762756,5.8225,0.2975788414478302
0026017_session_9_scan_rest_2_rest,0.4073932422325015,0.45677424129098654,0.5123278652317822,3.64569,0.4146899017048875,0.09426933154463768,0.1449877694249153,0.21001293212175381,10.4615,0.11336579918861389,0.3182028532028198,0.5391905903816223,0.7048504948616028,5.85332,0.31741565465927124
0026017_session_9_scan_rest_9_rest,0.39920797967351973,0.4463585284538567,0.4966524471528828,3.52208,0.4052831913177759,0.09544380754232407,0.14801926910877228,0.2098354697227478,10.5956,0.11451428383588791,0.30791206657886505,0.5310781002044678,0.7071649432182312,5.81561,0.30754581093788147
0026017_session_9_scan_rest_1_rest,0.40451169572770596,0.452101306989789,0.5086139703635126,3.64798,0.4115850188301795,0.09283803403377533,0.1423969864845276,0.2046613097190857,10.4583,0.11151915043592453,0.2886483669281006,0.5162867903709412,0.6961961269378663,5.81811,0.2954733371734619
0026017_session_9_scan_rest_10_rest,0.4057236355729401,0.44982403074391186,0.4998044786043465,3.4578,0.4111605871182805,0.09315193817019463,0.14461909979581833,0.20930561721324914,10.7607,0.11317349970340729,0.2913110554218292,0.515190601348877,0.6972988247871399,5.91472,0.299634724855423
0026017_session_9_scan_rest_8_rest,0.3917852882295847,0.43879952281713486,0.485813757404685,3.41654,0.39844219641555706,0.09446512162685394,0.14215678349137306,0.19654642790555954,10.0611,0.11046610027551651,0.2948581874370575,0.5130795240402222,0.6922796428203584,5.76841,0.2981001138687134
